EEF1A1P14	ENSG00000233057
EGR2	ENSG00000122877
EIF2B1	ENSG00000111361
EIF4EBP1	ENSG00000187840
EMR4P	ENSG00000268758
ENC1	ENSG00000171617
EPHA4	ENSG00000116106
EPHX2	ENSG00000120915
ERN1	ENSG00000178607
ETS2	ENSG00000157557
FAM131B	ENSG00000159784
FAM213A	ENSG00000122378
FAM35A	ENSG00000122376
FAM9B	ENSG00000177138
FASLG	ENSG00000117560
FBXL19	ENSG00000099364
FBXL8	ENSG00000135722
FERMT2	ENSG00000073712
FKTN	ENSG00000106692
FLNA	ENSG00000196924
FLT4	ENSG00000037280
FOSB	ENSG00000125740
FRY	ENSG00000073910
GALM	ENSG00000143891
GALNT2	ENSG00000143641
GALNT7	ENSG00000109586
GAN	ENSG00000261609
GAPDH	ENSG00000111640
GDE1	ENSG00000006007
GFPT2	ENSG00000131459
GGT7	ENSG00000131067
GLB1L3	ENSG00000166105
GLUD2	ENSG00000182890
GNE	ENSG00000159921
GPC2	ENSG00000213420
GPR114	ENSG00000159618
GPR125	ENSG00000152990
GPR15	ENSG00000154165
GRK4	ENSG00000125388
GZMA	ENSG00000145649
HCP5	ENSG00000206337
HHAT	ENSG00000054392
HMBS	ENSG00000256269
HMGCS1	ENSG00000112972
HOOK1	ENSG00000134709
HOPX	ENSG00000171476
HRH1	ENSG00000196639
ICAM3	ENSG00000076662
IER3	ENSG00000137331
IL13	ENSG00000169194
IL23A	ENSG00000110944
IL27RA	ENSG00000104998
IL31	ENSG00000204671
IL6R	ENSG00000160712
ING1	ENSG00000153487
ITM2A	ENSG00000078596
ITPK1	ENSG00000100605
KANK3	ENSG00000186994
KB-1615E4.2	ENSG00000253666
KCNA6	ENSG00000151079
KCNK6	ENSG00000099337
KCTD7	ENSG00000243335
KCTD9	ENSG00000104756
KDM5B	ENSG00000117139
KIAA1217	ENSG00000120549
KIF13B	ENSG00000197892
KIFC1	ENSG00000237649
KLF13	ENSG00000169926
KLF3	ENSG00000109787
KLF8	ENSG00000102349
KMO	ENSG00000117009
KRBOX4	ENSG00000147121
LAT	ENSG00000213658
LDLRAP1	ENSG00000157978
LGALS1	ENSG00000100097
LINC00520	ENSG00000258791
LINC00963	ENSG00000204054
LMO7	ENSG00000136153
LRBA	ENSG00000198589
LRRFIP2	ENSG00000093167
LSMD1	ENSG00000183011
LST1	ENSG00000204482
LUZP1	ENSG00000169641
MAGEH1	ENSG00000187601
MAN1A2	ENSG00000198162
MAP2K3	ENSG00000034152
MAPK6	ENSG00000069956
MAPKAPK2	ENSG00000162889
MARCH3	ENSG00000173926
MAST2	ENSG00000086015
MBP	ENSG00000197971
MEX3D	ENSG00000181588
MFHAS1	ENSG00000147324
MICAL3	ENSG00000243156
MIR22HG	ENSG00000186594
MIR23A	ENSG00000207980
MLLT4-AS1	ENSG00000198221
MMP15	ENSG00000102996
MPZL3	ENSG00000160588
MROH5	ENSG00000226807
MSL3	ENSG00000005302
MSN	ENSG00000147065
MTND4P14	ENSG00000236254
MTND5P14	ENSG00000230225
MXRA7	ENSG00000182534
MYO1B	ENSG00000128641
MYO9B	ENSG00000099331
N4BP3	ENSG00000145911
NACC1	ENSG00000160877
NAT9	ENSG00000109065
NCALD	ENSG00000104490
NCS1	ENSG00000107130
NEK9	ENSG00000119638
NEO1	ENSG00000067141
NET1	ENSG00000173848
NKD2	ENSG00000145506
NOP14-AS1	ENSG00000249673
NPEPPS	ENSG00000141279
NRCAM	ENSG00000091129
ORAI2	ENSG00000160991
OSBPL3	ENSG00000070882
OVOL1	ENSG00000172818
P2RY8	ENSG00000182162
PCBD1	ENSG00000166228
PDCD4-AS1	ENSG00000203497
PDPK2	ENSG00000205918
PERP	ENSG00000112378
PFKM	ENSG00000152556
PFKP	ENSG00000067057
PGAM1	ENSG00000171314
PGAP2	ENSG00000148985
PHACTR2	ENSG00000112419
PHF13	ENSG00000116273
PHF19	ENSG00000119403
PHLDB3	ENSG00000176531
PHTF1	ENSG00000116793
PICK1	ENSG00000100151
PIK3CD	ENSG00000171608
PLAU	ENSG00000122861
PLCB3	ENSG00000149782
PLCL1	ENSG00000115896
PLEKHA1	ENSG00000107679
PLEKHN1	ENSG00000187583
PLK3	ENSG00000173846
PLXNC1	ENSG00000136040
PPM1B	ENSG00000138032
PPP1R26-AS1	ENSG00000225361
PPP2R3B	ENSG00000167393
PRADC1	ENSG00000135617
PROZ	ENSG00000126231
PRR5L	ENSG00000135362
PRRX2	ENSG00000167157
PSAT1	ENSG00000135069
PSMD5	ENSG00000095261
PSMD5-AS1	ENSG00000226752
PTDSS1	ENSG00000156471
PTK2	ENSG00000169398
PTP4A2	ENSG00000184007
PTPN1	ENSG00000196396
PTPRE	ENSG00000132334
PTTG1	ENSG00000164611
PVRL1	ENSG00000110400
PYCR1	ENSG00000183010
RASSF2	ENSG00000101265
RBM11	ENSG00000185272
RBPJ	ENSG00000168214
REEP5	ENSG00000129625
RELT	ENSG00000054967
RGS9	ENSG00000108370
RIC3	ENSG00000166405
RILP	ENSG00000167705
RIPK4	ENSG00000183421
RNF19A	ENSG00000034677
RNF19B	ENSG00000116514
RP11-134P9.3	ENSG00000231507
RP11-138I1.2	ENSG00000264739
RP11-20I23.8	ENSG00000269937
RP11-249C24.10	ENSG00000260823
RP11-317P15.4	ENSG00000261504
RP11-368P15.2	ENSG00000258993
RP11-395P17.3	ENSG00000234771
RP11-39K24.4	ENSG00000224083
RP11-443B7.3	ENSG00000258082
RP11-486B10.3	ENSG00000230881
RP11-542M13.3	ENSG00000268804
RP11-62H7.2	ENSG00000233609
RP11-667K14.3	ENSG00000263050
RP11-712B9.2	ENSG00000245552
RP11-774O3.3	ENSG00000251615
RP11-930P14.2	ENSG00000260588
RP11-93B14.5	ENSG00000232803
RP11-982M15.8	ENSG00000260792
RP3-395M20.12	ENSG00000272449
RP4-673D20.1	ENSG00000223750
RP5-1109J22.1	ENSG00000232022
RP5-1142A6.9	ENSG00000260121
RPRD1A	ENSG00000141425
RRAD	ENSG00000166592
RUNX3	ENSG00000020633
RXRA	ENSG00000186350
RYK	ENSG00000163785
SACS	ENSG00000151835
SAMSN1	ENSG00000155307
SCML2	ENSG00000102098
SCN8A	ENSG00000196876
SELL	ENSG00000188404
SELP	ENSG00000174175
SELPLG	ENSG00000110876
SELRC1	ENSG00000162377
SERINC5	ENSG00000164300
SERPINB6	ENSG00000124570
SERTAD2	ENSG00000179833
SESN3	ENSG00000149212
SETD1B	ENSG00000139718
SFXN3	ENSG00000107819
SH3BGRL3	ENSG00000142669
SIK3	ENSG00000160584
SIRPG	ENSG00000089012
SKIL	ENSG00000136603
SLA2	ENSG00000101082
SLC16A3	ENSG00000141526
SLC22A17	ENSG00000092096
SLC29A3	ENSG00000198246
SLC4A7	ENSG00000033867
SLC9A9	ENSG00000181804
SLCO3A1	ENSG00000176463
SMAD7	ENSG00000101665
SMCO4	ENSG00000166002
SMTN	ENSG00000183963
SPHK2	ENSG00000063176
SPICE1	ENSG00000163611
SPTSSA	ENSG00000165389
ST3GAL5	ENSG00000115525
STOML1	ENSG00000067221
SYTL5	ENSG00000147041
TACC3	ENSG00000013810
TAP1	ENSG00000168394
TBC1D10A	ENSG00000099992
TBC1D13	ENSG00000107021
TBC1D17	ENSG00000104946
TBC1D20	ENSG00000125875
TBC1D24	ENSG00000162065
TBC1D5	ENSG00000131374
TBKBP1	ENSG00000198933
TCTEX1D4	ENSG00000188396
TGFB1	ENSG00000105329
TGFBR3	ENSG00000069702
THBS1	ENSG00000137801
THEMIS	ENSG00000172673
TIAM2	ENSG00000146426
TMEM120B	ENSG00000188735
TNFRSF1A	ENSG00000067182
TOP1	ENSG00000198900
TOP1MT	ENSG00000184428
TP73-AS1	ENSG00000227372
TPRG1	ENSG00000188001
TRAF3	ENSG00000131323
TROVE2	ENSG00000116747
TUBB2B	ENSG00000137285
TUBE1	ENSG00000074935
UBE2Q2	ENSG00000140367
UCK2	ENSG00000143179
USP20	ENSG00000136878
USP46-AS1	ENSG00000248866
UST	ENSG00000111962
UTRN	ENSG00000152818
VANGL1	ENSG00000173218
VCL	ENSG00000035403
VIM	ENSG00000026025
WDR52	ENSG00000206530
WDR86	ENSG00000187260
WDR86-AS1	ENSG00000243836
WNT9A	ENSG00000143816
ZBTB10	ENSG00000205189
ZC3H12C	ENSG00000149289
ZDHHC11	ENSG00000188818
ZDHHC4	ENSG00000136247
ZFP3	ENSG00000180787
ZFP36	ENSG00000128016
ZFP90	ENSG00000184939
ZFYVE28	ENSG00000159733
ZMIZ1-AS1	ENSG00000224596
ZNF252P	ENSG00000196922
ZNF32	ENSG00000169740
ZNF517	ENSG00000197363
ZNF629	ENSG00000102870
ZNF667	ENSG00000198046
ZNF681	ENSG00000196172
ZNF682	ENSG00000197124
ZNF692	ENSG00000171163
ZNF780B	ENSG00000128000
ZYX	ENSG00000159840
