Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0001503~ossification	12	2.73972602739726	8.235436861671426E-5	ENSG00000155090, ENSG00000167244, ENSG00000171791, ENSG00000183691, ENSG00000111012, ENSG00000087494, ENSG00000067955, ENSG00000143367, ENSG00000204681, ENSG00000113658, ENSG00000120659, ENSG00000133895	319	115	13528	4.4251328881014045	0.16434540624126126	0.025322429421546055	0.14292185430303528
GOTERM_BP_FAT	GO:0060348~bone development	12	2.73972602739726	1.510397346425511E-4	ENSG00000155090, ENSG00000167244, ENSG00000171791, ENSG00000183691, ENSG00000111012, ENSG00000087494, ENSG00000067955, ENSG00000143367, ENSG00000204681, ENSG00000113658, ENSG00000120659, ENSG00000133895	319	123	13528	4.137319366924077	0.28056672156750606	0.040325808784460127	0.2619745926931927
GOTERM_BP_FAT	GO:0030098~lymphocyte differentiation	11	2.5114155251141552	1.5264753115169942E-4	ENSG00000100105, ENSG00000103423, ENSG00000171791, ENSG00000095752, ENSG00000067955, ENSG00000213203, ENSG00000113520, ENSG00000151694, ENSG00000102245, ENSG00000172175, ENSG00000122678	319	103	13528	4.528958821560094	0.2830843002596408	0.0363021301766856	0.2647597926877854
GOTERM_MF_FAT	GO:0005096~GTPase activator activity	16	3.65296803652968	2.123128753569955E-4	ENSG00000084070, ENSG00000111348, ENSG00000175463, ENSG00000100599, ENSG00000180448, ENSG00000153317, ENSG00000167202, ENSG00000116991, ENSG00000145715, ENSG00000004777, ENSG00000106069, ENSG00000132359, ENSG00000105808, ENSG00000115904, ENSG00000197226, ENSG00000174373	305	220	12983	3.095797317436662	0.11097846594454419	0.11097846594454419	0.30969819614399263
GOTERM_BP_FAT	GO:0001932~regulation of protein amino acid phosphorylation	14	3.1963470319634704	2.2650923545543698E-4	ENSG00000150593, ENSG00000167207, ENSG00000167244, ENSG00000006432, ENSG00000095752, ENSG00000185338, ENSG00000106799, ENSG00000133895, ENSG00000113525, ENSG00000171791, ENSG00000204217, ENSG00000113520, ENSG00000151694, ENSG00000138834	319	173	13528	3.431822711870549	0.3897252819595538	0.04818501500940475	0.3926320696916119
GOTERM_BP_FAT	GO:0002521~leukocyte differentiation	12	2.73972602739726	2.633443467853976E-4	ENSG00000100105, ENSG00000103423, ENSG00000171791, ENSG00000095752, ENSG00000067955, ENSG00000213203, ENSG00000113520, ENSG00000151694, ENSG00000102245, ENSG00000120659, ENSG00000172175, ENSG00000122678	319	131	13528	3.884658642226423	0.43682579785223186	0.05085807048731816	0.45634470286154416
GOTERM_BP_FAT	GO:0030834~regulation of actin filament depolymerization	6	1.36986301369863	3.668843182884643E-4	ENSG00000115956, ENSG00000160460, ENSG00000042493, ENSG00000075340, ENSG00000137877, ENSG00000070182	319	27	13528	9.423894113549286	0.5506506216119604	0.06448947315069353	0.6352291718918712
GOTERM_BP_FAT	GO:0031175~neuron projection development	17	3.881278538812785	3.712881489654813E-4	ENSG00000175866, ENSG00000154134, ENSG00000104725, ENSG00000166900, ENSG00000092621, ENSG00000133961, ENSG00000184402, ENSG00000039068, ENSG00000105991, ENSG00000196358, ENSG00000171791, ENSG00000160460, ENSG00000181754, ENSG00000120885, ENSG00000138834, ENSG00000087258, ENSG00000112902	319	256	13528	2.81612460815047	0.5549454694574614	0.06037435024762727	0.642830883840162
GOTERM_BP_FAT	GO:0001649~osteoblast differentiation	7	1.5981735159817352	4.136319273305042E-4	ENSG00000167244, ENSG00000183691, ENSG00000087494, ENSG00000067955, ENSG00000204681, ENSG00000113658, ENSG00000133895	319	42	13528	7.067920585161965	0.5942037702808483	0.06239049673190933	0.7158950132631015
GOTERM_BP_FAT	GO:0030030~cell projection organization	21	4.794520547945205	4.505680205602268E-4	ENSG00000175866, ENSG00000154134, ENSG00000042493, ENSG00000104725, ENSG00000166900, ENSG00000092621, ENSG00000133961, ENSG00000184402, ENSG00000039068, ENSG00000115956, ENSG00000160460, ENSG00000105991, ENSG00000196358, ENSG00000171791, ENSG00000181754, ENSG00000120885, ENSG00000138834, ENSG00000087258, ENSG00000125124, ENSG00000091409, ENSG00000112902	319	368	13528	2.4199945481804552	0.6256108946993161	0.06339843277977131	0.7795868385370719
GOTERM_BP_FAT	GO:0019220~regulation of phosphate metabolic process	25	5.707762557077626	4.912641142596017E-4	ENSG00000150593, ENSG00000175898, ENSG00000006432, ENSG00000167244, ENSG00000167207, ENSG00000095752, ENSG00000150457, ENSG00000185338, ENSG00000197019, ENSG00000184203, ENSG00000106799, ENSG00000133895, ENSG00000172175, ENSG00000113525, ENSG00000115956, ENSG00000171791, ENSG00000166068, ENSG00000103423, ENSG00000131370, ENSG00000204217, ENSG00000102760, ENSG00000113520, ENSG00000114388, ENSG00000151694, ENSG00000138834	319	485	13528	2.185954820153185	0.6574093265582197	0.06475914344324929	0.8497177435828895
GOTERM_BP_FAT	GO:0051174~regulation of phosphorus metabolic process	25	5.707762557077626	4.912641142596017E-4	ENSG00000150593, ENSG00000175898, ENSG00000006432, ENSG00000167244, ENSG00000167207, ENSG00000095752, ENSG00000150457, ENSG00000185338, ENSG00000197019, ENSG00000184203, ENSG00000106799, ENSG00000133895, ENSG00000172175, ENSG00000113525, ENSG00000115956, ENSG00000171791, ENSG00000166068, ENSG00000103423, ENSG00000131370, ENSG00000204217, ENSG00000102760, ENSG00000113520, ENSG00000114388, ENSG00000151694, ENSG00000138834	319	485	13528	2.185954820153185	0.6574093265582197	0.06475914344324929	0.8497177435828895
GOTERM_CC_FAT	GO:0016323~basolateral plasma membrane	14	3.1963470319634704	6.129258389700291E-4	ENSG00000204381, ENSG00000164889, ENSG00000182985, ENSG00000106799, ENSG00000133961, ENSG00000039068, ENSG00000116574, ENSG00000089159, ENSG00000111727, ENSG00000072110, ENSG00000151694, ENSG00000033122, ENSG00000091409, ENSG00000162894	285	203	12782	3.093042952208106	0.164943126029797	0.164943126029797	0.8134541804480144
GOTERM_CC_FAT	GO:0005912~adherens junction	12	2.73972602739726	6.851726075401545E-4	ENSG00000092295, ENSG00000039068, ENSG00000116574, ENSG00000204381, ENSG00000152894, ENSG00000111727, ENSG00000089159, ENSG00000151694, ENSG00000072110, ENSG00000033122, ENSG00000091409, ENSG00000162894	285	155	12782	3.472190152801358	0.18250442494058017	0.09584538099978723	0.908933319537808
GOTERM_BP_FAT	GO:0030183~B cell differentiation	7	1.5981735159817352	8.598805232876365E-4	ENSG00000171791, ENSG00000095752, ENSG00000113520, ENSG00000151694, ENSG00000102245, ENSG00000172175, ENSG00000122678	319	48	13528	6.184430512016719	0.8466980760713354	0.1044475309025158	1.4828238687928152
GOTERM_BP_FAT	GO:0046649~lymphocyte activation	14	3.1963470319634704	8.635758863260316E-4	ENSG00000100105, ENSG00000167244, ENSG00000095752, ENSG00000067955, ENSG00000122678, ENSG00000172175, ENSG00000103423, ENSG00000171791, ENSG00000213203, ENSG00000169896, ENSG00000113520, ENSG00000151694, ENSG00000102245, ENSG00000117090	319	199	13528	2.9834438650934927	0.8479291551976992	0.09934573733692476	1.4891513982526083
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	34	7.76255707762557	8.984923546491141E-4	ENSG00000175898, ENSG00000167244, ENSG00000198805, ENSG00000095752, ENSG00000152894, ENSG00000004468, ENSG00000106799, ENSG00000080546, ENSG00000125384, ENSG00000101190, ENSG00000171791, ENSG00000183473, ENSG00000041515, ENSG00000111012, ENSG00000205021, ENSG00000204217, ENSG00000151694, ENSG00000117090, ENSG00000183691, ENSG00000087494, ENSG00000197019, ENSG00000183864, ENSG00000133895, ENSG00000114812, ENSG00000155090, ENSG00000113525, ENSG00000105810, ENSG00000103423, ENSG00000140009, ENSG00000068078, ENSG00000100320, ENSG00000120885, ENSG00000102878, ENSG00000113520	319	787	13528	1.832091231731945	0.8590843514777394	0.09799617292833485	1.5489195793574884
GOTERM_CC_FAT	GO:0031252~cell leading edge	11	2.5114155251141552	0.0010153301843665442	ENSG00000145715, ENSG00000175866, ENSG00000006327, ENSG00000115956, ENSG00000105810, ENSG00000204381, ENSG00000152894, ENSG00000089159, ENSG00000151694, ENSG00000138834, ENSG00000173166	285	138	12782	3.5749300788202394	0.25818746685164673	0.09475794427940443	1.344178624872916
GOTERM_BP_FAT	GO:0031333~negative regulation of protein complex assembly	6	1.36986301369863	0.0011053972482956982	ENSG00000160460, ENSG00000042493, ENSG00000075340, ENSG00000137877, ENSG00000120885, ENSG00000070182	319	34	13528	7.483680619583257	0.910283345472843	0.1135716169364982	1.9023878777378878
GOTERM_BP_FAT	GO:0001934~positive regulation of protein amino acid phosphorylation	9	2.054794520547945	0.0011559563670671797	ENSG00000113525, ENSG00000167244, ENSG00000167207, ENSG00000171791, ENSG00000095752, ENSG00000204217, ENSG00000113520, ENSG00000151694, ENSG00000106799	319	89	13528	4.2884012539184955	0.9196563725545713	0.11314048417317946	1.988579101593413
GOTERM_BP_FAT	GO:0050867~positive regulation of cell activation	10	2.28310502283105	0.0012110294314859628	ENSG00000131759, ENSG00000113525, ENSG00000115956, ENSG00000198805, ENSG00000103423, ENSG00000213203, ENSG00000004468, ENSG00000113520, ENSG00000073861, ENSG00000172175	319	111	13528	3.8204976136010615	0.9287559546973156	0.11314583948476198	2.0823843111646534
GOTERM_BP_FAT	GO:0002684~positive regulation of immune system process	15	3.4246575342465753	0.0015246753550009144	ENSG00000131759, ENSG00000167207, ENSG00000198805, ENSG00000167535, ENSG00000004468, ENSG00000182985, ENSG00000073861, ENSG00000172175, ENSG00000113525, ENSG00000203710, ENSG00000103423, ENSG00000213203, ENSG00000113520, ENSG00000120885, ENSG00000151694	319	238	13528	2.6727430784225916	0.9640752463530741	0.13465152088559573	2.615002193350602
GOTERM_BP_FAT	GO:0042325~regulation of phosphorylation	23	5.251141552511415	0.0015321928939578237	ENSG00000175898, ENSG00000150593, ENSG00000006432, ENSG00000167244, ENSG00000167207, ENSG00000095752, ENSG00000150457, ENSG00000185338, ENSG00000197019, ENSG00000106799, ENSG00000133895, ENSG00000172175, ENSG00000113525, ENSG00000103423, ENSG00000171791, ENSG00000166068, ENSG00000131370, ENSG00000204217, ENSG00000102760, ENSG00000113520, ENSG00000138834, ENSG00000114388, ENSG00000151694	319	466	13528	2.0930751947475343	0.9646600782421139	0.13001639971048695	2.6277345356283344
GOTERM_BP_FAT	GO:0051693~actin filament capping	5	1.141552511415525	0.0015679321008220915	ENSG00000160460, ENSG00000042493, ENSG00000075340, ENSG00000137877, ENSG00000070182	319	22	13528	9.63807352522086	0.9673128894701414	0.12788237933642022	2.688244036078702
GOTERM_CC_FAT	GO:0070161~anchoring junction	12	2.73972602739726	0.0016037045546082524	ENSG00000092295, ENSG00000039068, ENSG00000116574, ENSG00000204381, ENSG00000152894, ENSG00000111727, ENSG00000089159, ENSG00000151694, ENSG00000072110, ENSG00000033122, ENSG00000091409, ENSG00000162894	285	172	12782	3.1290085679314568	0.3761639018801025	0.11127453292200384	2.115449341368425
GOTERM_BP_FAT	GO:0031399~regulation of protein modification process	17	3.881278538812785	0.0016824847872604165	ENSG00000150593, ENSG00000006432, ENSG00000167244, ENSG00000167207, ENSG00000095752, ENSG00000185338, ENSG00000133895, ENSG00000106799, ENSG00000160948, ENSG00000113525, ENSG00000103423, ENSG00000171791, ENSG00000204217, ENSG00000113520, ENSG00000138834, ENSG00000151694, ENSG00000151876	319	295	13528	2.4438233887678655	0.9745465968154917	0.13167454423376646	2.8819526894911407
GOTERM_CC_FAT	GO:0005925~focal adhesion	9	2.054794520547945	0.0019426750120520525	ENSG00000039068, ENSG00000116574, ENSG00000204381, ENSG00000111727, ENSG00000089159, ENSG00000151694, ENSG00000072110, ENSG00000033122, ENSG00000162894	285	102	12782	3.9572755417956658	0.4354362381963679	0.10804570795104373	2.5572529663556165
