Category	Term	Count	%	PValue	Genes	List_Total	Pop_Hits	Pop_Total	Fold_Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0005829~cytosol	104	10.097087378640776	1.9573610117274787E-4	ENSG00000113319,_ENSG00000101665,_ENSG00000060982,_ENSG00000204261,_ENSG00000105835,_ENSG00000134215,_ENSG00000107130,_ENSG00000141279,_ENSG00000065989,_ENSG00000196914,_ENSG00000107263,_ENSG00000125753,_ENSG00000204673,_ENSG00000198286,_ENSG00000141506,_ENSG00000147202,_ENSG00000134516,_ENSG00000124126,_ENSG00000035403,_ENSG00000168993,_ENSG00000100906,_ENSG00000213719,_ENSG00000130396,_ENSG00000148053,_ENSG00000132819,_ENSG00000197122,_ENSG00000136810,_ENSG00000187840,_ENSG00000067057,_ENSG00000171700,_ENSG00000110330,_ENSG00000177606,_ENSG00000085449,_ENSG00000152556,_ENSG00000160271,_ENSG00000159921,_ENSG00000139350,_ENSG00000124570,_ENSG00000031698,_ENSG00000127666,_ENSG00000132906,_ENSG00000159733,_ENSG00000149782,_ENSG00000157978,_ENSG00000073969,_ENSG00000169398,_ENSG00000100365,_ENSG00000026652,_ENSG00000115738,_ENSG00000196924,_ENSG00000171314,_ENSG00000171848,_ENSG00000146426,_ENSG00000104490,_ENSG00000015475,_ENSG00000104687,_ENSG00000154358,_ENSG00000157077,_ENSG00000125388,_ENSG00000063176,_ENSG00000173848,_ENSG00000112877,_ENSG00000107968,_ENSG00000076685,_ENSG00000165233,_ENSG00000101096,_ENSG00000118507,_ENSG00000112972,_ENSG00000132170,_ENSG00000176170,_ENSG00000185650,_ENSG00000182511,_ENSG00000170542,_ENSG00000147044,_ENSG00000085832,_ENSG00000164611,_ENSG00000163655,_ENSG00000123892,_ENSG00000116584,_ENSG00000081913,_ENSG00000120915,_ENSG00000143801,_ENSG00000102572,_ENSG00000134333,_ENSG00000102882,_ENSG00000141564,_ENSG00000196396,_ENSG00000026025,_ENSG00000148218,_ENSG00000011198,_ENSG00000124762,_ENSG00000096968,_ENSG00000162889,_ENSG00000030110,_ENSG00000168118,_ENSG00000171608,_ENSG00000196839,_ENSG00000115233,_ENSG00000143179,_ENSG00000128016,_ENSG00000138835,_ENSG00000178209,_ENSG00000117009,_ENSG00000109906	705	1330	12782	1.4177230309817095	0.08144893779334506	0.007693685718047516	0.2758992397598914
GOTERM_BP_FAT	GO:0042326~negative_regulation_of_phosphorylation	11	1.0679611650485437	1.9752563492521927E-4	ENSG00000030110,_ENSG00000147889,_ENSG00000177606,_ENSG00000109471,_ENSG00000143801,_ENSG00000101665,_ENSG00000124788,_ENSG00000105329,_ENSG00000197594,_ENSG00000124762,_ENSG00000135842	783	45	13528	4.223300695331346	0.46189368241067896	0.013676703888925945	0.356844932864564
GOTERM_BP_FAT	GO:0007242~intracellular_signaling_cascade	103	10.0	2.250983091404175E-4	ENSG00000169071,_ENSG00000154310,_ENSG00000113319,_ENSG00000105976,_ENSG00000101665,_ENSG00000064393,_ENSG00000157985,_ENSG00000134215,_ENSG00000107130,_ENSG00000138031,_ENSG00000139193,_ENSG00000148484,_ENSG00000197299,_ENSG00000196914,_ENSG00000171621,_ENSG00000121594,_ENSG00000165997,_ENSG00000034152,_ENSG00000107263,_ENSG00000166592,_ENSG00000144118,_ENSG00000198915,_ENSG00000197943,_ENSG00000137936,_ENSG00000069702,_ENSG00000117676,_ENSG00000168421,_ENSG00000073282,_ENSG00000186350,_ENSG00000124126,_ENSG00000100906,_ENSG00000138175,_ENSG00000132819,_ENSG00000198400,_ENSG00000197122,_ENSG00000171700,_ENSG00000145703,_ENSG00000137801,_ENSG00000222040,_ENSG00000108370,_ENSG00000069974,_ENSG00000141068,_ENSG00000165527,_ENSG00000160271,_ENSG00000127666,_ENSG00000123975,_ENSG00000149782,_ENSG00000134308,_ENSG00000138685,_ENSG00000128245,_ENSG00000196924,_ENSG00000146426,_ENSG00000168243,_ENSG00000140350,_ENSG00000089012,_ENSG00000173848,_ENSG00000157680,_ENSG00000118507,_ENSG00000176170,_ENSG00000151208,_ENSG00000139725,_ENSG00000019582,_ENSG00000181467,_ENSG00000163421,_ENSG00000173334,_ENSG00000012983,_ENSG00000123892,_ENSG00000116584,_ENSG00000175505,_ENSG00000101082,_ENSG00000140396,_ENSG00000090104,_ENSG00000161800,_ENSG00000168884,_ENSG00000143801,_ENSG00000197405,_ENSG00000147443,_ENSG00000148985,_ENSG00000099331,_ENSG00000085511,_ENSG00000111424,_ENSG00000031081,_ENSG00000196639,_ENSG00000102882,_ENSG00000143674,_ENSG00000113108,_ENSG00000091436,_ENSG00000183134,_ENSG00000140443,_ENSG00000120875,_ENSG00000096968,_ENSG00000162889,_ENSG00000168118,_ENSG00000125735,_ENSG00000128656,_ENSG00000171608,_ENSG00000115896,_ENSG00000185634,_ENSG00000128016,_ENSG00000213658,_ENSG00000060558,_ENSG00000138835,_ENSG00000121690	783	1256	13528	1.4168354605429063	0.5064903580558036	0.015235205826646836	0.4065612534809082
GOTERM_BP_FAT	GO:0006468~protein_amino_acid_phosphorylation	62	6.019417475728155	2.3289483120446115E-4	ENSG00000081985,_ENSG00000169071,_ENSG00000154310,_ENSG00000105976,_ENSG00000101665,_ENSG00000096996,_ENSG00000154358,_ENSG00000064393,_ENSG00000107779,_ENSG00000125388,_ENSG00000163785,_ENSG00000173846,_ENSG00000107968,_ENSG00000069956,_ENSG00000156345,_ENSG00000160584,_ENSG00000142235,_ENSG00000037280,_ENSG00000034152,_ENSG00000182511,_ENSG00000019582,_ENSG00000147044,_ENSG00000119638,_ENSG00000086015,_ENSG00000163421,_ENSG00000173334,_ENSG00000012983,_ENSG00000069702,_ENSG00000117676,_ENSG00000071575,_ENSG00000166483,_ENSG00000143479,_ENSG00000148053,_ENSG00000197405,_ENSG00000105329,_ENSG00000198400,_ENSG00000116106,_ENSG00000197122,_ENSG00000085511,_ENSG00000100151,_ENSG00000102572,_ENSG00000102882,_ENSG00000143674,_ENSG00000137801,_ENSG00000077264,_ENSG00000091436,_ENSG00000222040,_ENSG00000140443,_ENSG00000141068,_ENSG00000162889,_ENSG00000096968,_ENSG00000132334,_ENSG00000178607,_ENSG00000099308,_ENSG00000171608,_ENSG00000163344,_ENSG00000069020,_ENSG00000183421,_ENSG00000138685,_ENSG00000169398,_ENSG00000062524,_ENSG00000115170	783	667	13528	1.6059709608797135	0.5184167541661362	0.015426081629274946	0.4206149207015897
SP_PIR_KEYWORDS	magnesium	42	4.077669902912621	2.3352602298325656E-4	ENSG00000143479,_ENSG00000138175,_ENSG00000170191,_ENSG00000068650,_ENSG00000154358,_ENSG00000107779,_ENSG00000138032,_ENSG00000149289,_ENSG00000163785,_ENSG00000085511,_ENSG00000138031,_ENSG00000067057,_ENSG00000107968,_ENSG00000076685,_ENSG00000160584,_ENSG00000170502,_ENSG00000130714,_ENSG00000213965,_ENSG00000091436,_ENSG00000077264,_ENSG00000058668,_ENSG00000005844,_ENSG00000170113,_ENSG00000152556,_ENSG00000178607,_ENSG00000054793,_ENSG00000119638,_ENSG00000086015,_ENSG00000099308,_ENSG00000136052,_ENSG00000073969,_ENSG00000006007,_ENSG00000151689,_ENSG00000069020,_ENSG00000100605,_ENSG00000117676,_ENSG00000120915,_ENSG00000166483,_ENSG00000115170,_ENSG00000100422,_ENSG00000144843,_ENSG00000118322	998	442	19235	1.8314230270495744	0.11972427679334807	0.009761284711791385	0.33990754412193125
UP_SEQ_FEATURE	domain:Protein_kinase	44	4.271844660194175	2.3889426990295152E-4	ENSG00000143479,_ENSG00000169071,_ENSG00000148053,_ENSG00000154310,_ENSG00000105976,_ENSG00000064393,_ENSG00000198400,_ENSG00000107779,_ENSG00000116106,_ENSG00000197122,_ENSG00000125388,_ENSG00000163785,_ENSG00000085511,_ENSG00000173846,_ENSG00000102572,_ENSG00000069956,_ENSG00000107968,_ENSG00000102882,_ENSG00000156345,_ENSG00000160584,_ENSG00000143674,_ENSG00000091436,_ENSG00000077264,_ENSG00000142235,_ENSG00000037280,_ENSG00000140443,_ENSG00000141068,_ENSG00000162889,_ENSG00000034152,_ENSG00000182511,_ENSG00000178607,_ENSG00000147044,_ENSG00000119638,_ENSG00000086015,_ENSG00000099308,_ENSG00000173334,_ENSG00000012983,_ENSG00000069020,_ENSG00000183421,_ENSG00000071575,_ENSG00000169398,_ENSG00000166483,_ENSG00000062524,_ENSG00000115170	997	469	19113	1.7985128092165623	0.48248159346943686	0.12343291243592236	0.42526759364440725
GOTERM_CC_FAT	GO:0031226~intrinsic_to_plasma_membrane	96	9.320388349514563	2.4833875342539333E-4	ENSG00000138449,_ENSG00000081985,_ENSG00000174136,_ENSG00000091129,_ENSG00000072274,_ENSG00000169071,_ENSG00000105976,_ENSG00000174175,_ENSG00000096996,_ENSG00000151079,_ENSG00000196517,_ENSG00000115598,_ENSG00000102996,_ENSG00000163785,_ENSG00000138031,_ENSG00000170128,_ENSG00000135124,_ENSG00000139193,_ENSG00000188404,_ENSG00000135898,_ENSG00000106537,_ENSG00000115594,_ENSG00000037280,_ENSG00000005844,_ENSG00000136732,_ENSG00000172005,_ENSG00000186827,_ENSG00000197471,_ENSG00000154165,_ENSG00000179242,_ENSG00000067141,_ENSG00000173198,_ENSG00000140030,_ENSG00000185499,_ENSG00000106952,_ENSG00000175003,_ENSG00000069702,_ENSG00000177697,_ENSG00000159840,_ENSG00000154122,_ENSG00000185760,_ENSG00000067182,_ENSG00000104783,_ENSG00000113504,_ENSG00000085117,_ENSG00000168394,_ENSG00000150637,_ENSG00000148053,_ENSG00000143801,_ENSG00000197405,_ENSG00000104998,_ENSG00000125726,_ENSG00000112378,_ENSG00000099337,_ENSG00000164023,_ENSG00000198400,_ENSG00000147650,_ENSG00000116106,_ENSG00000205336,_ENSG00000172215,_ENSG00000178623,_ENSG00000116815,_ENSG00000196639,_ENSG00000051523,_ENSG00000112149,_ENSG00000144935,_ENSG00000104756,_ENSG00000141526,_ENSG00000222040,_ENSG00000136856,_ENSG00000058668,_ENSG00000183134,_ENSG00000140443,_ENSG00000196876,_ENSG00000076662,_ENSG00000063660,_ENSG00000196126,_ENSG00000131389,_ENSG00000080511,_ENSG00000150093,_ENSG00000160791,_ENSG00000110876,_ENSG00000153885,_ENSG00000160712,_ENSG00000119714,_ENSG00000117525,_ENSG00000169442,_ENSG00000090339,_ENSG00000124145,_ENSG00000132535,_ENSG00000100365,_ENSG00000062524,_ENSG00000115525,_ENSG00000117560,_ENSG00000115170,_ENSG00000069849	705	1215	12782	1.4325330531477105	0.10218604037816026	0.008942476415262468	0.34992448140233057
INTERPRO	IPR000719:Protein_kinase,_core	46	4.466019417475728	2.5126170123809517E-4	ENSG00000143479,_ENSG00000169071,_ENSG00000148053,_ENSG00000154310,_ENSG00000105976,_ENSG00000154358,_ENSG00000064393,_ENSG00000198400,_ENSG00000107779,_ENSG00000197122,_ENSG00000163785,_ENSG00000125388,_ENSG00000085511,_ENSG00000173846,_ENSG00000102572,_ENSG00000069956,_ENSG00000107968,_ENSG00000102882,_ENSG00000156345,_ENSG00000160584,_ENSG00000143674,_ENSG00000091436,_ENSG00000077264,_ENSG00000142235,_ENSG00000037280,_ENSG00000140443,_ENSG00000141068,_ENSG00000162889,_ENSG00000096968,_ENSG00000034152,_ENSG00000182511,_ENSG00000178607,_ENSG00000147044,_ENSG00000119638,_ENSG00000086015,_ENSG00000099308,_ENSG00000173334,_ENSG00000012983,_ENSG00000069020,_ENSG00000117676,_ENSG00000183421,_ENSG00000071575,_ENSG00000169398,_ENSG00000166483,_ENSG00000062524,_ENSG00000115170	913	476	16659	1.7633114582086944	0.2862593172430007	0.06522284444563586	0.4110631541566878
GOTERM_BP_FAT	GO:0050671~positive_regulation_of_lymphocyte_proliferation	12	1.1650485436893203	2.5865738388493895E-4	ENSG00000104432,_ENSG00000186827,_ENSG00000109471,_ENSG00000197471,_ENSG00000127666,_ENSG00000138684,_ENSG00000169194,_ENSG00000196839,_ENSG00000197299,_ENSG00000198286,_ENSG00000124762,_ENSG00000121594	783	55	13528	3.769557645419714	0.5558145704925392	0.01676441109340432	0.4670400406577957
GOTERM_BP_FAT	GO:0009100~glycoprotein_metabolic_process	26	2.524271844660194	2.612574742566914E-4	ENSG00000147119,_ENSG00000143801,_ENSG00000196968,_ENSG00000117643,_ENSG00000109586,_ENSG00000130714,_ENSG00000136732,_ENSG00000104774,_ENSG00000113532,_ENSG00000198162,_ENSG00000167130,_ENSG00000169105,_ENSG00000180549,_ENSG00000197093,_ENSG00000143641,_ENSG00000086062,_ENSG00000145901,_ENSG00000112116,_ENSG00000112115,_ENSG00000176597,_ENSG00000115525,_ENSG00000111817,_ENSG00000152127,_ENSG00000187210,_ENSG00000139289,_ENSG00000171310	783	202	13528	2.2237901951114654	0.5594237606885287	0.016588859377288045	0.4717243682701877
GOTERM_BP_FAT	GO:0030098~lymphocyte_differentiation	17	1.650485436893204	2.6485152871392293E-4	ENSG00000030110,_ENSG00000150093,_ENSG00000109471,_ENSG00000197471,_ENSG00000105329,_ENSG00000019582,_ENSG00000198400,_ENSG00000197943,_ENSG00000196839,_ENSG00000198286,_ENSG00000172673,_ENSG00000067082,_ENSG00000104432,_ENSG00000134516,_ENSG00000168421,_ENSG00000197299,_ENSG00000175505	783	103	13528	2.8515666654267258	0.5643644542889266	0.016481652279882963	0.47819908048968296
GOTERM_MF_FAT	GO:0042802~identical_protein_binding	60	5.825242718446602	2.720792052237556E-4	ENSG00000174136,_ENSG00000104687,_ENSG00000184489,_ENSG00000197461,_ENSG00000071539,_ENSG00000197956,_ENSG00000060982,_ENSG00000107779,_ENSG00000165891,_ENSG00000135124,_ENSG00000112877,_ENSG00000137166,_ENSG00000124788,_ENSG00000176171,_ENSG00000074266,_ENSG00000118777,_ENSG00000019582,_ENSG00000197635,_ENSG00000196154,_ENSG00000108821,_ENSG00000148672,_ENSG00000086062,_ENSG00000163191,_ENSG00000112116,_ENSG00000003400,_ENSG00000120915,_ENSG00000073282,_ENSG00000134709,_ENSG00000168394,_ENSG00000100906,_ENSG00000183044,_ENSG00000105329,_ENSG00000147443,_ENSG00000099331,_ENSG00000100151,_ENSG00000130402,_ENSG00000143674,_ENSG00000137801,_ENSG00000145649,_ENSG00000091436,_ENSG00000109861,_ENSG00000184371,_ENSG00000140443,_ENSG00000148218,_ENSG00000152556,_ENSG00000100097,_ENSG00000030110,_ENSG00000132334,_ENSG00000150093,_ENSG00000134202,_ENSG00000160712,_ENSG00000110400,_ENSG00000080819,_ENSG00000159216,_ENSG00000117298,_ENSG00000197594,_ENSG00000109906,_ENSG00000196924,_ENSG00000115170,_ENSG00000166228	755	640	12983	1.6121274834437087	0.22926850978144975	0.028520415999185644	0.42661436720534684
GOTERM_CC_FAT	GO:0005887~integral_to_plasma_membrane	94	9.12621359223301	2.792198001018405E-4	ENSG00000138449,_ENSG00000081985,_ENSG00000091129,_ENSG00000072274,_ENSG00000169071,_ENSG00000105976,_ENSG00000174175,_ENSG00000096996,_ENSG00000151079,_ENSG00000196517,_ENSG00000115598,_ENSG00000102996,_ENSG00000163785,_ENSG00000138031,_ENSG00000170128,_ENSG00000135124,_ENSG00000139193,_ENSG00000188404,_ENSG00000135898,_ENSG00000106537,_ENSG00000115594,_ENSG00000037280,_ENSG00000005844,_ENSG00000136732,_ENSG00000172005,_ENSG00000186827,_ENSG00000197471,_ENSG00000154165,_ENSG00000179242,_ENSG00000067141,_ENSG00000173198,_ENSG00000140030,_ENSG00000185499,_ENSG00000106952,_ENSG00000175003,_ENSG00000069702,_ENSG00000177697,_ENSG00000159840,_ENSG00000154122,_ENSG00000185760,_ENSG00000067182,_ENSG00000104783,_ENSG00000113504,_ENSG00000085117,_ENSG00000168394,_ENSG00000150637,_ENSG00000148053,_ENSG00000143801,_ENSG00000197405,_ENSG00000104998,_ENSG00000125726,_ENSG00000112378,_ENSG00000099337,_ENSG00000164023,_ENSG00000198400,_ENSG00000147650,_ENSG00000116106,_ENSG00000205336,_ENSG00000172215,_ENSG00000178623,_ENSG00000116815,_ENSG00000196639,_ENSG00000051523,_ENSG00000112149,_ENSG00000144935,_ENSG00000104756,_ENSG00000141526,_ENSG00000222040,_ENSG00000136856,_ENSG00000058668,_ENSG00000183134,_ENSG00000140443,_ENSG00000196876,_ENSG00000076662,_ENSG00000063660,_ENSG00000196126,_ENSG00000131389,_ENSG00000080511,_ENSG00000150093,_ENSG00000160791,_ENSG00000110876,_ENSG00000153885,_ENSG00000160712,_ENSG00000119714,_ENSG00000169442,_ENSG00000090339,_ENSG00000124145,_ENSG00000132535,_ENSG00000100365,_ENSG00000062524,_ENSG00000115525,_ENSG00000117560,_ENSG00000115170,_ENSG00000069849	705	1188	12782	1.4345679012345678	0.11414173638113612	0.009279623337695497	0.39335814010592607
GOTERM_BP_FAT	GO:0006954~inflammatory_response	36	3.4951456310679614	2.830885327846748E-4	ENSG00000115008,_ENSG00000115009,_ENSG00000185010,_ENSG00000072274,_ENSG00000105329,_ENSG00000174175,_ENSG00000169194,_ENSG00000162594,_ENSG00000135046,_ENSG00000196639,_ENSG00000051523,_ENSG00000137801,_ENSG00000074416,_ENSG00000028137,_ENSG00000005844,_ENSG00000000971,_ENSG00000034152,_ENSG00000186827,_ENSG00000160791,_ENSG00000127666,_ENSG00000160712,_ENSG00000119714,_ENSG00000127318,_ENSG00000163421,_ENSG00000173198,_ENSG00000117525,_ENSG00000162711,_ENSG00000086062,_ENSG00000112116,_ENSG00000112115,_ENSG00000120915,_ENSG00000110944,_ENSG00000115170,_ENSG00000067182,_ENSG00000186350,_ENSG00000134489	783	325	13528	1.9137754199823163	0.5885938896424793	0.01726441742620466	0.5110470285975999
GOTERM_BP_FAT	GO:0009101~glycoprotein_biosynthetic_process	22	2.1359223300970873	3.014552684736658E-4	ENSG00000198162,_ENSG00000147119,_ENSG00000196968,_ENSG00000167130,_ENSG00000180549,_ENSG00000197093,_ENSG00000086062,_ENSG00000143641,_ENSG00000117643,_ENSG00000145901,_ENSG00000112115,_ENSG00000109586,_ENSG00000130714,_ENSG00000176597,_ENSG00000152127,_ENSG00000111817,_ENSG00000115525,_ENSG00000136732,_ENSG00000139289,_ENSG00000187210,_ENSG00000171310,_ENSG00000113532	783	158	13528	2.405677611264691	0.6116342558214864	0.018024196013650795	0.5441182930863375
UP_SEQ_FEATURE	nucleotide_phosphate-binding_region:ATP	76	7.3786407766990285	3.035594366365286E-4	ENSG00000005100,_ENSG00000169071,_ENSG00000154310,_ENSG00000105976,_ENSG00000154358,_ENSG00000064393,_ENSG00000071539,_ENSG00000107779,_ENSG00000125388,_ENSG00000163785,_ENSG00000197892,_ENSG00000103966,_ENSG00000173846,_ENSG00000107968,_ENSG00000069956,_ENSG00000156345,_ENSG00000160584,_ENSG00000054523,_ENSG00000037280,_ENSG00000142235,_ENSG00000197299,_ENSG00000034152,_ENSG00000182511,_ENSG00000118193,_ENSG00000118777,_ENSG00000168280,_ENSG00000119638,_ENSG00000147044,_ENSG00000086015,_ENSG00000142347,_ENSG00000108469,_ENSG00000012983,_ENSG00000162711,_ENSG00000163655,_ENSG00000100605,_ENSG00000117676,_ENSG00000109063,_ENSG00000166483,_ENSG00000112118,_ENSG00000168394,_ENSG00000143479,_ENSG00000148053,_ENSG00000011021,_ENSG00000066735,_ENSG00000099331,_ENSG00000198400,_ENSG00000116106,_ENSG00000197122,_ENSG00000085511,_ENSG00000067057,_ENSG00000102572,_ENSG00000102882,_ENSG00000143674,_ENSG00000077264,_ENSG00000091436,_ENSG00000197879,_ENSG00000129250,_ENSG00000157483,_ENSG00000140443,_ENSG00000196876,_ENSG00000162889,_ENSG00000096968,_ENSG00000152556,_ENSG00000159921,_ENSG00000198887,_ENSG00000031698,_ENSG00000178607,_ENSG00000099308,_ENSG00000163344,_ENSG00000073969,_ENSG00000143179,_ENSG00000069020,_ENSG00000183421,_ENSG00000169398,_ENSG00000062524,_ENSG00000115170	997	962	19113	1.5145102667670371	0.5670099017372212	0.1302128361357715	0.5400873494136538
GOTERM_CC_FAT	GO:0005912~adherens_junction	21	2.0388349514563107	3.2891746270918875E-4	ENSG00000150093,_ENSG00000111859,_ENSG00000044115,_ENSG00000151208,_ENSG00000130396,_ENSG00000101665,_ENSG00000125753,_ENSG00000169756,_ENSG00000110400,_ENSG00000120896,_ENSG00000073712,_ENSG00000031081,_ENSG00000136153,_ENSG00000188677,_ENSG00000124145,_ENSG00000159840,_ENSG00000119139,_ENSG00000169398,_ENSG00000168334,_ENSG00000035403,_ENSG00000145012	705	155	12782	2.4563898421413866	0.13304972819971095	0.010146294114429466	0.4632201138522474
GOTERM_BP_FAT	GO:0045597~positive_regulation_of_cell_differentiation	28	2.7184466019417477	3.340906835866378E-4	ENSG00000091129,_ENSG00000109471,_ENSG00000128342,_ENSG00000105329,_ENSG00000088992,_ENSG00000107779,_ENSG00000139193,_ENSG00000177606,_ENSG00000112149,_ENSG00000164400,_ENSG00000184371,_ENSG00000143816,_ENSG00000096968,_ENSG00000121594,_ENSG00000132170,_ENSG00000124813,_ENSG00000179242,_ENSG00000138684,_ENSG00000160712,_ENSG00000019582,_ENSG00000196839,_ENSG00000104432,_ENSG00000104267,_ENSG00000159216,_ENSG00000138685,_ENSG00000115738,_ENSG00000115170,_ENSG00000171476	783	229	13528	2.1124886368072637	0.649437960047647	0.019583394762308193	0.602856214050429
UP_SEQ_FEATURE	compositionally_biased_region:Pro/Ser/Thr-rich	6	0.5825242718446602	3.4457850171712646E-4	ENSG00000124813,_ENSG00000107281,_ENSG00000120949,_ENSG00000159216,_ENSG00000119638,_ENSG00000020633	997	13	19113	8.847928400586374	0.6133234185262297	0.12692873287133	0.6128561885917483
INTERPRO	IPR017441:Protein_kinase,_ATP_binding_site	44	4.271844660194175	3.45707069275129E-4	ENSG00000143479,_ENSG00000169071,_ENSG00000148053,_ENSG00000154310,_ENSG00000105976,_ENSG00000064393,_ENSG00000198400,_ENSG00000107779,_ENSG00000116106,_ENSG00000197122,_ENSG00000163785,_ENSG00000125388,_ENSG00000085511,_ENSG00000173846,_ENSG00000102572,_ENSG00000069956,_ENSG00000107968,_ENSG00000102882,_ENSG00000156345,_ENSG00000160584,_ENSG00000143674,_ENSG00000091436,_ENSG00000077264,_ENSG00000142235,_ENSG00000037280,_ENSG00000140443,_ENSG00000162889,_ENSG00000096968,_ENSG00000034152,_ENSG00000182511,_ENSG00000178607,_ENSG00000147044,_ENSG00000119638,_ENSG00000086015,_ENSG00000099308,_ENSG00000012983,_ENSG00000123892,_ENSG00000117676,_ENSG00000183421,_ENSG00000169398,_ENSG00000166483,_ENSG00000062524,_ENSG00000130958,_ENSG00000115170	913	455	16659	1.764490930755991	0.3712484541298672	0.07442167117620058	0.5651647075940236
GOTERM_BP_FAT	GO:0010563~negative_regulation_of_phosphorus_metabolic_process	11	1.0679611650485437	3.460588549797926E-4	ENSG00000030110,_ENSG00000147889,_ENSG00000177606,_ENSG00000109471,_ENSG00000143801,_ENSG00000101665,_ENSG00000124788,_ENSG00000105329,_ENSG00000197594,_ENSG00000124762,_ENSG00000135842	783	48	13528	3.9593444018731376	0.662359821045551	0.019906138994539635	0.6243885716386677
GOTERM_BP_FAT	GO:0045936~negative_regulation_of_phosphate_metabolic_process	11	1.0679611650485437	3.460588549797926E-4	ENSG00000030110,_ENSG00000147889,_ENSG00000177606,_ENSG00000109471,_ENSG00000143801,_ENSG00000101665,_ENSG00000124788,_ENSG00000105329,_ENSG00000197594,_ENSG00000124762,_ENSG00000135842	783	48	13528	3.9593444018731376	0.662359821045551	0.019906138994539635	0.6243885716386677
SP_PIR_KEYWORDS	cell_adhesion	40	3.8834951456310676	3.525330622165718E-4	ENSG00000107736,_ENSG00000091129,_ENSG00000111859,_ENSG00000130396,_ENSG00000112378,_ENSG00000174175,_ENSG00000089012,_ENSG00000163359,_ENSG00000073712,_ENSG00000160588,_ENSG00000168477,_ENSG00000188404,_ENSG00000188677,_ENSG00000137801,_ENSG00000005844,_ENSG00000148848,_ENSG00000196878,_ENSG00000076662,_ENSG00000131669,_ENSG00000041982,_ENSG00000074660,_ENSG00000150093,_ENSG00000044115,_ENSG00000110876,_ENSG00000179242,_ENSG00000197635,_ENSG00000067141,_ENSG00000196839,_ENSG00000120896,_ENSG00000110400,_ENSG00000076706,_ENSG00000169992,_ENSG00000139182,_ENSG00000090339,_ENSG00000152268,_ENSG00000159840,_ENSG00000149573,_ENSG00000035403,_ENSG00000145012,_ENSG00000150637	998	422	19235	1.8268765018188036	0.17511969520158643	0.013657097409092378	0.512713367908213
UP_SEQ_FEATURE	active_site:Proton_acceptor	56	5.436893203883495	3.6996570979094817E-4	ENSG00000169071,_ENSG00000162496,_ENSG00000104687,_ENSG00000154310,_ENSG00000105976,_ENSG00000137124,_ENSG00000154358,_ENSG00000064393,_ENSG00000107779,_ENSG00000163785,_ENSG00000125388,_ENSG00000173846,_ENSG00000107968,_ENSG00000069956,_ENSG00000156345,_ENSG00000160584,_ENSG00000142235,_ENSG00000037280,_ENSG00000034152,_ENSG00000182511,_ENSG00000119638,_ENSG00000086015,_ENSG00000012983,_ENSG00000117676,_ENSG00000158793,_ENSG00000120915,_ENSG00000166483,_ENSG00000143479,_ENSG00000148053,_ENSG00000198400,_ENSG00000116106,_ENSG00000197122,_ENSG00000085511,_ENSG00000067057,_ENSG00000102572,_ENSG00000134333,_ENSG00000102882,_ENSG00000143674,_ENSG00000077264,_ENSG00000091436,_ENSG00000140443,_ENSG00000162889,_ENSG00000096968,_ENSG00000152556,_ENSG00000080511,_ENSG00000143891,_ENSG00000178607,_ENSG00000099308,_ENSG00000204099,_ENSG00000069020,_ENSG00000121039,_ENSG00000183421,_ENSG00000169398,_ENSG00000062524,_ENSG00000115170,_ENSG00000073737	997	658	19113	1.6315328965620264	0.639471471734502	0.11972685160079444	0.6578685452109045
GOTERM_BP_FAT	GO:0001932~regulation_of_protein_amino_acid_phosphorylation	23	2.233009708737864	4.103427289853907E-4	ENSG00000030110,_ENSG00000109471,_ENSG00000101665,_ENSG00000143801,_ENSG00000128342,_ENSG00000105329,_ENSG00000160712,_ENSG00000197461,_ENSG00000107779,_ENSG00000127318,_ENSG00000164399,_ENSG00000135842,_ENSG00000012983,_ENSG00000177606,_ENSG00000143674,_ENSG00000164400,_ENSG00000091436,_ENSG00000138685,_ENSG00000197594,_ENSG00000175505,_ENSG00000169554,_ENSG00000096968,_ENSG00000121594	783	173	13528	2.296960703976849	0.7240427506552817	0.023137389175728273	0.739968564726512
SMART	SM00033:CH	14	1.3592233009708738	4.1839735375903713E-4	ENSG00000130402,_ENSG00000136153,_ENSG00000188677,_ENSG00000145703,_ENSG00000183963,_ENSG00000152818,_ENSG00000064666,_ENSG00000133816,_ENSG00000134215,_ENSG00000178209,_ENSG00000135596,_ENSG00000196924,_ENSG00000186001,_ENSG00000117519	581	70	9079	3.125301204819277	0.10833507745019688	0.03750039330320565	0.5499682429506492
GOTERM_BP_FAT	GO:0001568~blood_vessel_development	29	2.815533980582524	4.358756991664394E-4	ENSG00000148053,_ENSG00000101665,_ENSG00000174175,_ENSG00000122861,_ENSG00000130635,_ENSG00000197461,_ENSG00000063176,_ENSG00000177606,_ENSG00000137801,_ENSG00000222040,_ENSG00000157483,_ENSG00000185650,_ENSG00000027869,_ENSG00000168214,_ENSG00000030110,_ENSG00000101752,_ENSG00000182718,_ENSG00000163421,_ENSG00000108175,_ENSG00000108821,_ENSG00000086062,_ENSG00000069702,_ENSG00000163659,_ENSG00000167157,_ENSG00000169398,_ENSG00000138685,_ENSG00000004399,_ENSG00000115170,_ENSG00000116016	783	245	13528	2.045049130763416	0.7452926781610916	0.02412633792653196	0.7858406384011141
