Category	Term	Count	%	PValue	Genes	List_Total	Pop_Hits	Pop_Total	Fold_Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0005626~insoluble_fraction	23	7.565789473684211	0.011297965453444655	ENSG00000168118,_ENSG00000172005,_ENSG00000105976,_ENSG00000143801,_ENSG00000147044,_ENSG00000197943,_ENSG00000197093,_ENSG00000135241,_ENSG00000196517,_ENSG00000070018,_ENSG00000108179,_ENSG00000173198,_ENSG00000142765,_ENSG00000128039,_ENSG00000162909,_ENSG00000132535,_ENSG00000177697,_ENSG00000106537,_ENSG00000065989,_ENSG00000117298,_ENSG00000178209,_ENSG00000165527,_ENSG00000100422	200	839	12782	1.7520023837902265	0.9513140322455784	0.6348528328378455	13.847105876505472
KEGG_PATHWAY	hsa04666:Fc_gamma_R-mediated_phagocytosis	7	2.302631578947368	0.012116915594889529	ENSG00000102882,_ENSG00000197943,_ENSG00000134516,_ENSG00000134215,_ENSG00000186111,_ENSG00000141506,_ENSG00000165527	104	95	5085	3.602732793522267	0.8117824056450514	0.5661594828108507	13.350083273865787
INTERPRO	IPR003096:SM22/calponin	3	0.9868421052631579	0.01297795545592427	ENSG00000064666,_ENSG00000134215,_ENSG00000117519	270	11	16659	16.827272727272728	0.9995444709131324	0.9230564822566372	17.505671029760762
UP_SEQ_FEATURE	zinc_finger_region:C2H2-type_10	12	3.9473684210526314	0.013079528986378635	ENSG00000197928,_ENSG00000198182,_ENSG00000196867,_ENSG00000188321,_ENSG00000197937,_ENSG00000145908,_ENSG00000182986,_ENSG00000188785,_ENSG00000181894,_ENSG00000196653,_ENSG00000187792,_ENSG00000197857	290	334	19113	2.367912450960149	0.9999997875397861	0.9785306249097377	19.11234426224897
GOTERM_MF_FAT	GO:0004385~guanylate_kinase_activity	3	0.9868421052631579	0.013127697657514705	ENSG00000082458,_ENSG00000147044,_ENSG00000198286	212	11	12983	16.70197255574614	0.9975524200486707	0.6995671778310114	17.11959092730828
UP_SEQ_FEATURE	zinc_finger_region:C2H2-type_11	11	3.618421052631579	0.014091176525208129	ENSG00000198182,_ENSG00000196867,_ENSG00000188321,_ENSG00000197937,_ENSG00000145908,_ENSG00000182986,_ENSG00000188785,_ENSG00000181894,_ENSG00000196653,_ENSG00000187792,_ENSG00000197857	290	293	19113	2.474320348358244	0.9999999358064783	0.9635667226019429	20.43784572742101
SP_PIR_KEYWORDS	sh3_domain	9	2.9605263157894735	0.01421384829284101	ENSG00000163486,_ENSG00000082458,_ENSG00000132535,_ENSG00000154358,_ENSG00000147044,_ENSG00000197943,_ENSG00000134516,_ENSG00000134215,_ENSG00000120896	290	210	19235	2.8426108374384236	0.9914956055025195	0.6145849409231328	17.662607531970043
GOTERM_BP_FAT	GO:0046649~lymphocyte_activation	9	2.9605263157894735	0.015783550259493864	ENSG00000067082,_ENSG00000143801,_ENSG00000197943,_ENSG00000069974,_ENSG00000196839,_ENSG00000134516,_ENSG00000168421,_ENSG00000198286,_ENSG00000005844	220	199	13528	2.780995888533577	0.999999999976375	0.9925066759503196	23.290218283704522
UP_SEQ_FEATURE	splice_variant	132	43.42105263157895	0.01612603673564226	ENSG00000097021,_ENSG00000154310,_ENSG00000105976,_ENSG00000166432,_ENSG00000073921,_ENSG00000146700,_ENSG00000145908,_ENSG00000204261,_ENSG00000134215,_ENSG00000196517,_ENSG00000082458,_ENSG00000065989,_ENSG00000005844,_ENSG00000188227,_ENSG00000074266,_ENSG00000197857,_ENSG00000166979,_ENSG00000176438,_ENSG00000027869,_ENSG00000168397,_ENSG00000143870,_ENSG00000051128,_ENSG00000105355,_ENSG00000185499,_ENSG00000146918,_ENSG00000183484,_ENSG00000141506,_ENSG00000178773,_ENSG00000086062,_ENSG00000067082,_ENSG00000145901,_ENSG00000003400,_ENSG00000134516,_ENSG00000185760,_ENSG00000130595,_ENSG00000113504,_ENSG00000168056,_ENSG00000158286,_ENSG00000119673,_ENSG00000132819,_ENSG00000135241,_ENSG00000028310,_ENSG00000147231,_ENSG00000186281,_ENSG00000105655,_ENSG00000084112,_ENSG00000165521,_ENSG00000130545,_ENSG00000170502,_ENSG00000038358,_ENSG00000069974,_ENSG00000160271,_ENSG00000167106,_ENSG00000006530,_ENSG00000111206,_ENSG00000120896,_ENSG00000142765,_ENSG00000000460,_ENSG00000176946,_ENSG00000176945,_ENSG00000138686,_ENSG00000177989,_ENSG00000043143,_ENSG00000005100,_ENSG00000139842,_ENSG00000104687,_ENSG00000162496,_ENSG00000109685,_ENSG00000154358,_ENSG00000096996,_ENSG00000157077,_ENSG00000100031,_ENSG00000075151,_ENSG00000135596,_ENSG00000162591,_ENSG00000186001,_ENSG00000168101,_ENSG00000112773,_ENSG00000155393,_ENSG00000188807,_ENSG00000188785,_ENSG00000136732,_ENSG00000004866,_ENSG00000198182,_ENSG00000172005,_ENSG00000107669,_ENSG00000033627,_ENSG00000147044,_ENSG00000100711,_ENSG00000184887,_ENSG00000120217,_ENSG00000116584,_ENSG00000158793,_ENSG00000167034,_ENSG00000154059,_ENSG00000025039,_ENSG00000119771,_ENSG00000145779,_ENSG00000135473,_ENSG00000143575,_ENSG00000168884,_ENSG00000143801,_ENSG00000196968,_ENSG00000072803,_ENSG00000047634,_ENSG00000085382,_ENSG00000122490,_ENSG00000167695,_ENSG00000167491,_ENSG00000135931,_ENSG00000134333,_ENSG00000168477,_ENSG00000144935,_ENSG00000183337,_ENSG00000130714,_ENSG00000135870,_ENSG00000148218,_ENSG00000116690,_ENSG00000007350,_ENSG00000054793,_ENSG00000204099,_ENSG00000179532,_ENSG00000115762,_ENSG00000185634,_ENSG00000172738,_ENSG00000069020,_ENSG00000100526,_ENSG00000132535,_ENSG00000047849,_ENSG00000117298,_ENSG00000178209,_ENSG00000168924	290	7458	19113	1.1664937442783034	0.9999999942408433	0.9576623759177708	23.042536701251002
GOTERM_MF_FAT	GO:0016776~phosphotransferase_activity,_phosphate_group_as_acceptor	4	1.3157894736842104	0.01613380044814217	ENSG00000082458,_ENSG00000147044,_ENSG00000198286,_ENSG00000163344	212	33	12983	7.423098913664951	0.9993892006779124	0.7087161377864082	20.635621151918926
GOTERM_BP_FAT	GO:0042110~T_cell_activation	7	2.302631578947368	0.016616807782114516	ENSG00000143801,_ENSG00000069974,_ENSG00000196839,_ENSG00000134516,_ENSG00000168421,_ENSG00000198286,_ENSG00000005844	220	126	13528	3.4161616161616157	0.9999999999935785	0.9863665354320921	24.36540467506155
SP_PIR_KEYWORDS	magnesium	14	4.605263157894736	0.0166916331362174	ENSG00000138175,_ENSG00000076685,_ENSG00000170191,_ENSG00000069020,_ENSG00000068650,_ENSG00000170502,_ENSG00000130714,_ENSG00000154358,_ENSG00000054793,_ENSG00000213965,_ENSG00000099308,_ENSG00000005844,_ENSG00000138031,_ENSG00000100422	290	442	19235	2.1008737712591667	0.9963214081647459	0.6071015937948998	20.42816705690368
GOTERM_BP_FAT	GO:0030029~actin_filament-based_process	10	3.289473684210526	0.016710561466971606	ENSG00000116584,_ENSG00000168477,_ENSG00000084112,_ENSG00000161800,_ENSG00000109063,_ENSG00000064666,_ENSG00000134516,_ENSG00000117519,_ENSG00000165527,_ENSG00000131899	220	241	13528	2.5514900037721615	0.9999999999944543	0.9753399805462089	24.48548829548808
GOTERM_BP_FAT	GO:0009100~glycoprotein_metabolic_process	9	2.9605263157894735	0.017100391266603863	ENSG00000086062,_ENSG00000145901,_ENSG00000117643,_ENSG00000143801,_ENSG00000196968,_ENSG00000130714,_ENSG00000197093,_ENSG00000136732,_ENSG00000104774	220	202	13528	2.7396939693969395	0.9999999999969864	0.9637016879090263	24.982879343572893
GOTERM_BP_FAT	GO:0045321~leukocyte_activation	10	3.289473684210526	0.01712089970369255	ENSG00000067082,_ENSG00000143801,_ENSG00000127666,_ENSG00000197943,_ENSG00000069974,_ENSG00000196839,_ENSG00000134516,_ENSG00000168421,_ENSG00000198286,_ENSG00000005844	220	242	13528	2.5409466566491363	0.9999999999970816	0.9477182042355621	25.008960979169014
SP_PIR_KEYWORDS	hydrolase	35	11.513157894736842	0.017458427646978025	ENSG00000143537,_ENSG00000005100,_ENSG00000135473,_ENSG00000097021,_ENSG00000170191,_ENSG00000088179,_ENSG00000068650,_ENSG00000143801,_ENSG00000119673,_ENSG00000204261,_ENSG00000135241,_ENSG00000117643,_ENSG00000076685,_ENSG00000084112,_ENSG00000162909,_ENSG00000170502,_ENSG00000074416,_ENSG00000213965,_ENSG00000065989,_ENSG00000104774,_ENSG00000168397,_ENSG00000054793,_ENSG00000197943,_ENSG00000196839,_ENSG00000204099,_ENSG00000042088,_ENSG00000113273,_ENSG00000115233,_ENSG00000003400,_ENSG00000092094,_ENSG00000158793,_ENSG00000100526,_ENSG00000100600,_ENSG00000081913,_ENSG00000117298	290	1555	19235	1.492903869608604	0.9971629870572051	0.5673636108015465	21.266423209894704
GOTERM_BP_FAT	GO:0002286~T_cell_activation_during_immune_response	3	0.9868421052631579	0.018093700644523213	ENSG00000143801,_ENSG00000069974,_ENSG00000005844	220	13	13528	14.190209790209789	0.9999999999993636	0.9396922522952591	26.236376559908326
GOTERM_BP_FAT	GO:0006915~apoptosis	18	5.921052631578947	0.01850928116870568	ENSG00000100906,_ENSG00000115008,_ENSG00000056558,_ENSG00000143801,_ENSG00000127666,_ENSG00000154358,_ENSG00000134215,_ENSG00000140030,_ENSG00000109736,_ENSG00000116584,_ENSG00000177606,_ENSG00000003400,_ENSG00000113269,_ENSG00000081913,_ENSG00000117298,_ENSG00000145779,_ENSG00000176171,_ENSG00000165527	220	602	13528	1.8385986106916339	0.9999999999996682	0.9266258907016459	26.754949952209007
GOTERM_BP_FAT	GO:0002521~leukocyte_differentiation	7	2.302631578947368	0.019745258138791695	ENSG00000067082,_ENSG00000143801,_ENSG00000197943,_ENSG00000196839,_ENSG00000134516,_ENSG00000168421,_ENSG00000198286	220	131	13528	3.2857737682165156	0.9999999999999523	0.9223855962767898	28.277059620995658
UP_SEQ_FEATURE	domain:DAGKc	3	0.9868421052631579	0.021011575165847562	ENSG00000157680,_ENSG00000006530,_ENSG00000100422	290	15	19113	13.181379310344827	0.9999999999827254	0.9709940570992958	28.97338623254695
GOTERM_BP_FAT	GO:0012501~programmed_cell_death	18	5.921052631578947	0.0210420712710331	ENSG00000100906,_ENSG00000115008,_ENSG00000056558,_ENSG00000143801,_ENSG00000127666,_ENSG00000154358,_ENSG00000134215,_ENSG00000140030,_ENSG00000109736,_ENSG00000116584,_ENSG00000177606,_ENSG00000003400,_ENSG00000113269,_ENSG00000081913,_ENSG00000117298,_ENSG00000145779,_ENSG00000176171,_ENSG00000165527	220	611	13528	1.8115161434310372	0.9999999999999938	0.9192182077068388	29.842094577184607
GOTERM_CC_FAT	GO:0019898~extrinsic_to_membrane	15	4.934210526315789	0.022473473303858918	ENSG00000168118,_ENSG00000168243,_ENSG00000088179,_ENSG00000147044,_ENSG00000204099,_ENSG00000142765,_ENSG00000115762,_ENSG00000141506,_ENSG00000132535,_ENSG00000081913,_ENSG00000100522,_ENSG00000065989,_ENSG00000134516,_ENSG00000165527,_ENSG00000100422	200	494	12782	1.9405870445344129	0.9976330194241964	0.7794288672656187	25.781953927580826
INTERPRO	IPR001206:Diacylglycerol_kinase,_catalytic_region	3	0.9868421052631579	0.023748124087649307	ENSG00000157680,_ENSG00000006530,_ENSG00000100422	270	15	16659	12.34	0.9999992888713986	0.9709606402768383	29.81774810199186
GOTERM_CC_FAT	GO:0005829~cytosol	31	10.197368421052632	0.02398036384372717	ENSG00000100906,_ENSG00000104687,_ENSG00000143801,_ENSG00000154358,_ENSG00000132819,_ENSG00000157077,_ENSG00000204261,_ENSG00000134215,_ENSG00000136810,_ENSG00000134333,_ENSG00000076685,_ENSG00000177606,_ENSG00000102882,_ENSG00000065989,_ENSG00000148218,_ENSG00000160271,_ENSG00000168118,_ENSG00000139350,_ENSG00000031698,_ENSG00000127666,_ENSG00000170542,_ENSG00000147044,_ENSG00000196839,_ENSG00000198286,_ENSG00000141506,_ENSG00000115233,_ENSG00000163655,_ENSG00000116584,_ENSG00000081913,_ENSG00000134516,_ENSG00000178209	200	1330	12782	1.4896315789473684	0.9984297251635135	0.7250870904369051	27.268805466274692
GOTERM_MF_FAT	GO:0004143~diacylglycerol_kinase_activity	3	0.9868421052631579	0.024017525176691666	ENSG00000157680,_ENSG00000006530,_ENSG00000100422	212	15	12983	12.24811320754717	0.9999842920755126	0.7940644813603189	29.209041214613208
UP_SEQ_FEATURE	mutagenesis_site	43	14.144736842105262	0.024783785331028756	ENSG00000100906,_ENSG00000139842,_ENSG00000135473,_ENSG00000072274,_ENSG00000161800,_ENSG00000154310,_ENSG00000143801,_ENSG00000085382,_ENSG00000164023,_ENSG00000204261,_ENSG00000157077,_ENSG00000100031,_ENSG00000075151,_ENSG00000136810,_ENSG00000148429,_ENSG00000084112,_ENSG00000060642,_ENSG00000130545,_ENSG00000183337,_ENSG00000069974,_ENSG00000074266,_ENSG00000165527,_ENSG00000168397,_ENSG00000105963,_ENSG00000168118,_ENSG00000101773,_ENSG00000127666,_ENSG00000163344,_ENSG00000120896,_ENSG00000080819,_ENSG00000185499,_ENSG00000042088,_ENSG00000185634,_ENSG00000012983,_ENSG00000086062,_ENSG00000116584,_ENSG00000003400,_ENSG00000100600,_ENSG00000081913,_ENSG00000047849,_ENSG00000100522,_ENSG00000117298,_ENSG00000112118	290	2045	19113	1.3858173847061799	0.9999999999998092	0.9742903734981733	33.256432485358275
GOTERM_CC_FAT	GO:0005625~soluble_fraction	11	3.618421052631579	0.024882658844221667	ENSG00000027869,_ENSG00000168118,_ENSG00000134308,_ENSG00000104687,_ENSG00000143575,_ENSG00000162909,_ENSG00000167642,_ENSG00000134202,_ENSG00000065989,_ENSG00000142765,_ENSG00000104774	200	313	12782	2.2460383386581473	0.9987721931817455	0.6727685725796768	28.145880291855306
GOTERM_BP_FAT	GO:0046148~pigment_biosynthetic_process	4	1.3157894736842104	0.024936240981112388	ENSG00000163655,_ENSG00000196839,_ENSG00000148218,_ENSG00000080819	220	39	13528	6.306759906759907	1.0	0.9375980216771056	34.350991498022275
GOTERM_BP_FAT	GO:0030098~lymphocyte_differentiation	6	1.9736842105263157	0.025910003130670375	ENSG00000067082,_ENSG00000197943,_ENSG00000196839,_ENSG00000134516,_ENSG00000168421,_ENSG00000198286	220	103	13528	3.5819947043248015	1.0	0.9322317877200668	35.43510847237575
