Gene	expressionCSF	expressionDOUBLE	expressionFC	pvalCSF	pvalDOUBLE	pvalAVERAGE
COL5A1	108.08146186402	215.81664648017	0.500802	0.00105772246342509	0.00276106811651909	0.0019094
SLC16A3	1335.80379014355	1536.31874443158	0.869483	0.00295041658406609	0.00104571725878853	0.00199807
THBS1	1314.01528008355	1389.5097932203	0.945668	0.00156143724737593	0.00250564139906506	0.00203354
BMP1	92.0014953580053	124.968657296346	0.736197	0.0034079876334526	0.000795601109211425	0.00210179
ABHD5	357.261628591923	375.351557050262	0.951805	0.000508925621765785	0.00381060643775622	0.00215977
APBA2	45.425932588011	11.5341644745305	3.93838	0.00162437569754785	0.00280023621377416	0.00221231
C11orf95	125.751863587507	148.551017070904	0.846523	0.00225343298820191	0.00226896642556612	0.0022612
AC017099.3	963.379609645109	1604.77483975086	0.600321	0.00445267278498197	0.000115386974758146	0.00228403
BTBD11	87.1434638449234	90.7459851745468	0.960301	9.82017680212541e-06	0.0046377934010556	0.00232381
ABAT	286.385694997201	532.710896649455	0.537601	0.00472737325447811	4.59385042292841e-06	0.00236598
RGS9	17.6148903115989	28.8488321386967	0.610593	0.00329539108133003	0.001659263899188	0.00247733
WNT9A	381.585900386356	195.449999377453	1.95235	4.88056800882795e-11	0.00558061369071829	0.00279031
PHF13	701.404834198559	637.319623283346	1.10055	1.25597131210227e-05	0.00563888482724255	0.00282572
PTPRE	5703.22301584757	5259.31857904041	1.0844	0.000111780379639278	0.00561600338554837	0.00286389
PLK3	9936.0741301605	13078.0137618569	0.759754	0.00412239824062181	0.00163983723893092	0.00288112
RASSF2	1085.30569413818	836.744977936223	1.29706	0.00113370510561902	0.00466972336346684	0.00290171
FBXL19	177.377591434001	194.819202687887	0.910473	0.00193111742394348	0.00391455726351679	0.00292284
KLF13	2443.68794180429	3102.67142330218	0.787608	0.00440769246778881	0.00152153177760937	0.00296461
PERP	89.6577341526572	86.7048660396923	1.03406	0.000516776392517164	0.00548328560720655	0.00300003
AKAP7	9.08663464504885	9.65117265093905	0.941506	0.000141088280409483	0.0060315716691223	0.00308633
C9orf72	30.8221173853628	26.5444152537804	1.16115	9.8381962567081e-05	0.00626541139272258	0.0031819
TGFBR3	1951.97253418279	1745.4623884254	1.11831	4.67214707958717e-05	0.00650312548283534	0.00327492
ITPK1	224.264650883657	293.913163374709	0.76303	0.00404876827564819	0.00254624952815898	0.00329751
MMP15	57.6438465191554	39.830043833041	1.44725	3.67436143755391e-06	0.00660370179941558	0.00330369
ADAMTS10	37.4417358365408	22.8441954660281	1.639	0.00482855449861794	0.00182986673104559	0.00332921
GAPDH	10891.554568216	12917.6037717935	0.843156	0.00299365020850522	0.00369748800904332	0.00334557
VIM	9939.6489079746	14801.0655314965	0.67155	0.00403941044453523	0.00301685356880532	0.00352813
PFKP	13106.7835408898	15575.3670007754	0.841507	0.0041521100926148	0.00298360342585101	0.00356786
SPTSSA	44.4127553133169	79.7526934302536	0.556881	0.00705010407099819	0.000108236700538283	0.00357917
RP11-134P9.3	153.132619559991	200.623865977421	0.763282	0.000807079578207817	0.00639617678362181	0.00360163
FRY	214.314194587119	236.361788670969	0.906721	0.00334305439507226	0.00411107178226872	0.00372706
C5orf52	35.8052581354763	19.1050537235861	1.87412	3.55816688000183e-09	0.00746617105437537	0.00373309
AAED1	204.263568361811	197.162541527493	1.03602	0.00032306716895487	0.00719538064694835	0.00375922
PTTG1	140.584450971263	144.363608362396	0.973822	0.00253302558272425	0.0049906278351159	0.00376183
PHACTR2	291.956385631736	337.774928097498	0.864352	0.00615124835857044	0.0015798898324284	0.00386557
PLCL1	113.519787969892	40.8701855339827	2.77757	0.0058906031947611	0.00199873666876891	0.00394467
RNF19A	11179.3776172479	15891.9982670759	0.70346	0.00472737325447811	0.00326661402401451	0.00399699
AC147651.4	586.836694041835	864.556350178821	0.678772	0.00707627478403468	0.000944631490144371	0.00401045
MBP	1732.51167921675	2441.75600736376	0.709535	0.00766679878816281	0.000420668098712606	0.00404373
TAP1	4562.32617762725	6481.41791324431	0.703909	0.00784712651151501	0.000429117498344013	0.00413812
LINC00963	1802.27502689936	2313.2871275191	0.779097	0.00388697230438994	0.00461230567342564	0.00424964
PSMD5	8363.87981199973	9004.43659642562	0.928862	5.09732640847294e-05	0.00862496487089129	0.00433797
AC093673.5	190.900191319564	187.287235393521	1.01929	0.000421863360942445	0.00832050132499119	0.00437118
AKT1S1	303.514175792498	957.974493490127	0.316829	0.00901970323476163	7.08626713926942e-09	0.00450986
KLF3	1130.29209579329	1495.79081107528	0.755649	0.00460568292214161	0.0048100357379319	0.00470786
KCTD7	129.122181957487	194.923888502008	0.662424	0.00839988483247902	0.00115138758570735	0.00477564
CPLX1	39.3711530636277	46.8748222066513	0.839921	0.00604528524417038	0.00373289480770877	0.00488909
SERPINB6	36.182325581121	14.7203534367863	2.45798	0.00885093331344363	0.000948452773313896	0.00489969
FLT4	3.9284409856058	3.05466124339451	1.28605	0.000261859425108962	0.00968090918561635	0.00497138
PLEKHN1	28.3248598444324	37.8423661953291	0.748496	0.00778367047438868	0.00228359691996155	0.00503363
SH3BGRL3	2295.65032982635	2667.09633341142	0.86073	0.00538631302724434	0.0047002209050465	0.00504327
SYTL5	17.3658382622907	17.8018565849217	0.975507	0.00241912814781272	0.00768762277449197	0.00505338
SELRC1	101.967739635467	151.393624881214	0.673527	0.00782936970014437	0.0023164470592055	0.00507291
NET1	100.882462020782	54.6819249886887	1.8449	0.00345780896909374	0.0069632514608523	0.00521053
RRAD	1399.76987671632	1014.12066704593	1.38028	0.000418486232744575	0.0100575040868226	0.005238
KB-1615E4.2	54.942914686916	55.5247751113384	0.989521	8.28887375177955e-05	0.0103996477462219	0.00524127
MAN1A2	788.827942142133	1057.3731133742	0.746026	0.00752699256287085	0.00305469775668357	0.00529085
C2CD4D	79.1450004076209	103.741716411344	0.762904	0.00111329399856252	0.0096234327870091	0.00536836
TOP1MT	192.486088111964	181.518812253834	1.06042	0.000307238129343081	0.0104764797300247	0.00539186
LINC00520	22.411511666031	30.0862654179304	0.744908	0.000850246880947367	0.0100627252799067	0.00545649
ANXA1	6813.32537707884	5294.70487516748	1.28682	5.88563517512854e-06	0.0109712962537445	0.00548859
C10orf55	13.3938303219147	13.8385813594468	0.967862	0.00246328472478603	0.00886762639733391	0.00566546
TUBB2B	37.364320137627	59.2518368038316	0.630602	0.0106955327412677	0.000677612827019754	0.00568657
RELT	767.261736303168	1000.70619255265	0.76672	0.00991915378187844	0.00176593097631886	0.00584254
SIRPG	75.8524076680465	37.7497604311576	2.00935	0.00627829057128137	0.0055335691396275	0.00590593
PSAT1	750.824212699506	455.761889074822	1.6474	0.0039877263181352	0.00797822304550086	0.00598297
MTND5P14	28.4460061125947	37.0384380273692	0.768013	0.001137923300493	0.0108464047852367	0.00599216
CYB5D1	2667.1038203857	3282.53541185088	0.812513	0.00465542520100802	0.0074677130497504	0.00606157
ATP1B3	4126.56516061784	5261.2498910638	0.784332	0.00845541054245251	0.003713138142982	0.00608427
CTD-2336O2.1	9.48110383156777	3.9632752254749	2.39224	0.00141665665469399	0.0108968034765739	0.00615673
HOOK1	282.741498840533	141.530398797191	1.99774	0.0122579134604967	0.000108236700538283	0.00618308
EIF4EBP1	38.3276744505783	28.8488321386967	1.32857	0.000502344249708286	0.0119015690771752	0.00620196
MROH5	12.283230927322	68.7446398311684	0.178679	0.0124635050438573	2.26643554373141e-07	0.00623187
WDR86-AS1	13.2792269219661	9.80954227454127	1.35371	0.00205857282115876	0.0108758432284969	0.00646721
ZFP3	30.4566605936449	24.0427067905721	1.26677	0.00113454401291666	0.0118151606646049	0.00647485
FAM35A	811.500106717971	1081.92985099027	0.750049	0.00961743972389331	0.0034534283837739	0.00653543
MPZL3	2292.32351593563	2500.01602266644	0.916924	0.00749737973895239	0.00563888482724255	0.00656813
MAP2K3	8501.96741303576	8722.81448675525	0.974682	0.000873099465463932	0.0124866001377812	0.00667985
GAN	1476.361091817	1970.78928159255	0.749122	0.00860134272210111	0.0048100357379319	0.00670569
RP3-395M20.12	149.31435858448	153.659119811441	0.971725	0.00264858809583409	0.0107959008483164	0.00672224
ALKBH2	91.9565472921168	59.9094753981382	1.53492	0.00667513297447694	0.00676936680353567	0.00672225
LMO7	39.0759335502434	23.068328949061	1.69392	0.00848903696372415	0.00505968116974248	0.00677436
PHTF1	55.9087475991156	79.5554018519616	0.702765	0.0119653838065507	0.00166022137420618	0.0068128
EPHA4	90.5324882557748	100.582369353829	0.900083	0.00171213451842339	0.0123712208979756	0.00704168
ANKS3	89.014994457975	67.2830730689018	1.32299	0.00158053107619948	0.0125793198544207	0.00707993
ACVR1	718.384421853593	545.270440970135	1.31748	6.53078763957241e-06	0.014288384298073	0.00714746
UBE2Q2	1023.30358097029	1274.72245408576	0.802766	0.00960741611601378	0.00474478296732672	0.0071761
SMAD7	337.755907086936	597.085598048615	0.565674	0.0146921866058203	0.000443636726577136	0.00756791
GLB1L3	38.7136167926797	25.5968793170102	1.51244	0.000137128326171694	0.0152622202365515	0.00769967
EGR2	21426.6407865001	20328.3070926997	1.05403	0.00031738496447306	0.0154109383911971	0.00786416
CTTN	48.852869394696	35.8667686075661	1.36206	0.0018052451252367	0.0139258446456994	0.00786554
CACNG8	10.7711916070896	40.7386578151214	0.264397	0.0157388005793117	6.47476831033529e-05	0.00790177
ZNF780B	58.3430101465017	54.3531056915354	1.07341	0.000153032495082013	0.015656430925794	0.00790473
RP11-774O3.3	48.450166314738	88.2321966613896	0.549121	0.0154610641557557	0.000583807712823494	0.00802244
RP11-982M15.8	58.8862509732015	36.4465632924932	1.61569	0.00054702738373987	0.0157172572555181	0.00813214
SMCO4	33.7073535159857	43.9516886821181	0.766918	0.0124746052005809	0.00381060643775622	0.00814261
CACNA2D4	86.2063778715935	97.4498642010549	0.884623	0.0119743452224206	0.00449991526156882	0.00823713
UTRN	2080.51442271469	2506.82057672796	0.829941	0.00894702685004485	0.00797320637574993	0.00846012
TBC1D20	2729.41036470367	3057.07295632946	0.892818	0.00674505144622458	0.0102331405467486	0.0084891
SMTN	261.365023769025	273.953179478524	0.95405	0.00530831095342414	0.0116878158352989	0.00849806
ERN1	2762.62198782659	2589.42259440879	1.06689	0.000105584075959603	0.0170102572220617	0.00855792
ZNF682	25.8475369622962	16.2476840584836	1.59084	0.0139880877812047	0.00357236963673961	0.00878023
PPP2R3B	40.6987131890273	25.241218115116	1.61239	0.00162400540752871	0.0159629421871334	0.00879347
CKS2	507.117492669864	650.948833014552	0.779044	0.0106765409078454	0.00691871780705776	0.00879763
TNFRSF1A	507.129381276147	287.397177681387	1.76456	3.11647618405362e-06	0.0176833241299176	0.00884322
HHAT	62.2300192821199	52.2728222896519	1.19049	9.36476500906122e-05	0.0176207547016474	0.0088572
RP11-667K14.3	113.490687595717	196.555904937825	0.577396	0.0164950503530154	0.00129699792155755	0.00889602
CLCN6	104.699683247587	72.0623565122855	1.4529	0.0106752516453309	0.00733267589616115	0.00900396
ZDHHC4	30.0251598182084	19.8821399868052	1.51016	0.00185263107809009	0.0161834746575226	0.00901805
ACBD5	108.367772283313	138.397893644417	0.783016	0.00866145646235251	0.00952307625687984	0.00909227
ZNF517	18.4213466544108	7.99231431038047	2.30488	0.0104367024412926	0.00776657573399123	0.00910164
CHST14	225.269150048151	238.020647011527	0.946427	0.00720542591957928	0.0111627891675603	0.00918411
AHRR	105.890716545534	150.075665887758	0.705582	0.00180959282466041	0.0167253998330145	0.0092675
TBC1D17	672.305833150067	1982.78111127825	0.339072	0.0186696169525674	1.21883496606622e-07	0.00933487
NKD2	113.858480599442	136.607507584997	0.833472	0.00701740923373499	0.0116878158352989	0.00935261
PSMD5-AS1	3582.9447553558	3901.5592970446	0.918337	0.000398544959454905	0.0187751185190961	0.00958683
MSN	17201.5292736034	17143.0148313702	1.00341	0.00193262019299891	0.0172826645792674	0.00960764
CD27	35.0617103171873	22.5153761688748	1.55723	0.0095487391284404	0.00996526160988302	0.009757
LDLRAP1	47.9272600834901	16.4060536820858	2.92132	0.0186696169525674	0.00091056803719131	0.00979009
KCNA6	124.654652473865	57.8023500915138	2.15657	1.06974644700593e-06	0.0196477895223225	0.00982443
WDR86	24.0806307379378	20.7249901094549	1.16191	0.00235104501996477	0.0188870253771222	0.010619
ST3GAL5	112.949378106124	160.267711268934	0.704754	0.0106765409078454	0.010777750980331	0.0107271
ZFP36	5788.45439550598	7857.10528750315	0.736716	0.00805395939585953	0.0136229022493726	0.0108384
IL6R	5622.17766123866	7578.14327977591	0.741894	0.0165985254099601	0.00513367786065309	0.0108661
ZC3H12C	289.109093561443	329.083371433278	0.878528	0.00847153996103015	0.0135380578071026	0.0110048
NCALD	14.440549571595	18.2890455056773	0.789574	0.0113797144173482	0.0106830382055082	0.0110314
CTD-2313J17.1	27.8846301044585	29.3360210594522	0.950525	0.00221613087991087	0.0200296294332737	0.0111229
RP11-138I1.2	11.6247686936628	15.3001481217134	0.759781	0.0133755854161292	0.00887877276013031	0.0111272
RP11-20I23.8	158.17019581585	182.074446838864	0.868712	0.0180502353542262	0.00424912889983832	0.0111497
ANP32A	1037.34970053351	1748.12246651221	0.593408	0.0214196133146065	0.000923532280348239	0.0111716
CDC42EP3	4688.70427732894	4324.11046096324	1.08432	7.48664383710899e-05	0.0225459767040257	0.0113104
ABHD16B	55.212473300723	88.2711186160794	0.625487	0.0171719047796661	0.00548328560720655	0.0113276
SPICE1	54.3002163858039	31.350540601905	1.73203	0.0117475615052143	0.0111280969225732	0.0114378
BIRC2	754.956438837841	1047.72462252811	0.720568	0.0211677575418367	0.00218487694362662	0.0116763
PIK3CD	1371.79129346001	1408.1773310535	0.974161	0.00086947137720252	0.0225577686807937	0.0117136
AC106801.1	22.2437294646639	19.4607149254803	1.14301	0.00180045587745483	0.0217328869560627	0.0117667
NPEPPS	677.608903126037	979.897994924126	0.69151	0.0196710244985442	0.00402141769768427	0.0118462
GALM	269.977035491388	386.76627385588	0.698037	0.0156264467193904	0.00807665646003456	0.0118516
MIR23A	31.4980086768701	34.6024934235915	0.910281	0.000355564292832908	0.0234268213275269	0.0118912
FAM131B	39.6406335061228	20.30356504813	1.9524	9.32732509834293e-06	0.023831422562035	0.0119204
C12orf75	53.6250385874683	68.245370860464	0.785768	0.0184076862267738	0.00544566283734416	0.0119267
ARC	44333.4866859405	36732.6123026176	1.20692	4.16345209514496e-06	0.023860064642114	0.0119321
LRRFIP2	1267.02781221026	1262.2917556791	1.00375	0.00196372538097619	0.0220907515305267	0.0120272
VANGL1	13.2352732184824	16.3402898226551	0.809978	0.0104064258746868	0.0137326996733618	0.0120696
ANKRD10-IT1	54.9229197259755	144.967563147221	0.378864	0.0241422067354606	9.08194044623179e-05	0.0121165
C9orf89	308.583827251512	390.149754396428	0.790937	0.0100418296887265	0.0145313160579818	0.0122866
KMO	21.6355682962913	28.9145959981274	0.748258	0.00766679878816281	0.0172826645792674	0.0124747
RPRD1A	74.9317959581008	78.1985209038154	0.958225	6.42559313984666e-05	0.0249224549174354	0.0124934
MAST2	144.565972425068	197.096777668063	0.733477	0.0207000939791445	0.00492623099559158	0.0128132
HRH1	1124.78190267159	1250.46230639611	0.899493	0.0153808282734315	0.0102542109290257	0.0128175
ORAI2	377.158038179469	392.152193888931	0.961764	0.00424211122096639	0.0219053978383593	0.0130738
RP11-395P17.3	95.1576584168037	108.969266820793	0.873252	7.56557389855609e-05	0.0264754819443773	0.0132756
EIF2B1	257.038993466236	253.832144153894	1.01263	0.000403333313506384	0.0263534382425872	0.0133784
NCS1	2209.1947873938	3747.07341793956	0.589579	0.0221350708609326	0.00492461412613773	0.0135298
ZNF629	31.751351949859	11.1785032726363	2.84039	0.027135351739162	0.00011807218179244	0.0136267
FKTN	82.2843452779006	65.1759477622775	1.2625	0.0113835069873216	0.0160665565756677	0.013725
TP73-AS1	157.570398685725	126.415462203821	1.24645	0.00809222959481379	0.0200943676421909	0.0140933
KIFC1	10.5060129552417	43.5302636207933	0.24135	0.0281870904443193	1.41600289664501e-05	0.0141006
CD83	12969.1738067839	30114.726168646	0.430659	0.0282189118101572	1.16151839837287e-05	0.0141153
CASP9	73.1197339060506	67.6118923660551	1.08146	0.00218299393882707	0.0260928783060541	0.0141379
PVRL1	543.745223185564	549.864512885176	0.988871	0.000854311643743157	0.0276218456132499	0.0142381
RIC3	54.6356358650889	44.7408549952861	1.22116	0.011393861282427	0.0172869959903533	0.0143404
KCTD9	265.879633647752	335.679882840823	0.792063	0.0223181605821748	0.00639306647189534	0.0143556
SACS	11909.6407992429	14960.6594417732	0.796064	0.0150371419766028	0.0138034160625698	0.0144203
MFHAS1	2270.86210514944	2876.32451389858	0.789501	0.0185507543057404	0.0104182625693604	0.0144845
PLXNC1	239.658888678801	323.105576665351	0.741736	0.0261087456262222	0.0030694266617822	0.0145891
CDCA4	686.337636073648	878.292927528991	0.781445	0.0251101737268649	0.00446460147673682	0.0147874
GFPT2	111.649802121911	127.969634730259	0.872471	0.00720542591957928	0.0225459767040257	0.0148757
AGAP1	50.7044391511377	46.5849248641878	1.08843	0.00304934041783087	0.0269757484806999	0.0150125
FAM9B	17.1705321670741	9.3881172132164	1.82896	0.000521238762792684	0.0296264731241331	0.0150739
RP11-486B10.3	20.0018907014039	16.959006462272	1.17943	0.000702482889041091	0.0295011906567841	0.0151018
PRADC1	120.892001513443	91.8129687802294	1.31672	0.00901970323476163	0.0212716812332025	0.0151457
PDPK2	75.9900458691928	91.116408231233	0.833989	0.0260479776565455	0.00435466573686066	0.0152013
GALNT2	436.04932309247	746.652596720563	0.584006	0.0302092053154102	0.000196002713061523	0.0152026
PFKM	64.2424710720297	34.1421464075769	1.88162	0.0146912684715474	0.0158249247177043	0.0152581
DIAPH2	129.299501924652	182.956218916203	0.706724	0.0291136338541102	0.00148160009030901	0.0152976
DHRS9	12.2323960183445	20.2378011886994	0.604433	0.0257907951199162	0.00485479494727841	0.0153228
NEO1	274.756876200047	419.079112249347	0.655621	0.0289961860781802	0.00165452139273275	0.0153254
APBB3	114.556049713579	108.508919804779	1.05573	0.000355591285708617	0.0303538081791404	0.0153547
ZBTB10	408.150821941796	208.392046804768	1.95857	0.0295835326683826	0.00129220954665779	0.0154379
LAT	102.707990996634	85.4137489509769	1.20248	3.67231830537676e-05	0.0309984409599519	0.0155176
KCNK6	271.862177263201	245.433166636981	1.10768	0.0025731981917018	0.028869163229402	0.0157212
CDK20	29.1575951871357	26.7685487368133	1.08925	8.72264399508412e-05	0.0317230252255299	0.0159051
SPHK2	43.9946392172944	32.0350211009525	1.37333	0.0106955327412677	0.0213484590148538	0.016022
MAPK6	2903.8015736157	4119.63201635358	0.704869	0.0287203432647824	0.00357236963673961	0.0161464
NAT9	424.400575750781	403.040799819104	1.053	0.000458958110482699	0.0322492241838256	0.0163541
SERINC5	412.624088229339	720.816822065728	0.57244	0.0318106239203856	0.000919689312071977	0.0163652
RP11-39K24.4	39.8112239377294	54.1947360679331	0.734596	0.00342031772727952	0.0293186870196583	0.0163695
USP46-AS1	14.1294790349411	16.4060536820858	0.861236	0.00883248241444203	0.0239129351263864	0.0163727
GLUD2	24.5502970573131	23.7796513528494	1.03241	0.00538631302724434	0.0276879941773162	0.0165372
NRCAM	2.45689995255957	0	inf	0.00720542591957928	0.0261105603603361	0.016658
ANXA5	1211.62738599782	2671.95210793361	0.453461	0.033231573601943	0.000211725754716106	0.0167216
SELL	1860.08150535015	1003.68436271724	1.85325	0.0196688343439978	0.0142476844041257	0.0169583
GPR114	9.01318862201688	27.2557376575688	0.33069	0.033651605990288	0.000505189513019926	0.0170784
TBC1D13	52.2148877377709	28.5589347962332	1.82832	0.0173915999521291	0.0172826645792674	0.0173371
PGAM1	13360.0992719822	12840.359527123	1.04048	0.000845187748830209	0.0339219219641479	0.0173836
CEP72	150.297176594788	232.279065776581	0.647054	0.0330850874872072	0.00179935943105625	0.0174422
TBC1D24	130.451766639928	194.911808452059	0.669286	0.0339262660425671	0.000971545756614098	0.0174489
PTP4A2	2028.39305169537	2261.90412272132	0.896763	0.0124565746039857	0.0225459767040257	0.0175013
CENPN	125.728040945336	225.273209357661	0.558114	0.033825962564765	0.0014100213849424	0.017618
LSMD1	540.870354134231	581.504950829544	0.930122	0.00388697230438994	0.0315471749062051	0.0177171
COL1A1	48.5939099312091	24.5298957113276	1.98101	0.00760679385730799	0.0278566995732883	0.0177317
CORO1C	525.781634692476	686.301570796622	0.766109	0.0211103189849211	0.014372978328053	0.0177416
CAPNS1	740.929201695503	930.249010571438	0.796485	0.0274209388574838	0.00813045374506283	0.0177757
TBKBP1	2060.16294144307	2257.45634037993	0.912604	0.0136074059116407	0.0220907515305267	0.0178491
SLA2	199.116029810383	276.37436222751	0.720458	0.0249733441708998	0.0108196307436256	0.0178965
BCAR3	51.093378696524	33.8522490651133	1.50931	4.96509921835145e-05	0.0357918905567161	0.0179208
TRAF3	5671.89186016336	7232.84846443399	0.784185	0.0262157020740792	0.00963325271664516	0.0179245
LUZP1	2176.29020451531	2244.29284127443	0.9697	0.0130266598298542	0.0229841634636747	0.0180054
EMR4P	9.79689133075543	0	inf	0.0343605932687797	0.00192112786059593	0.0181409
GRK4	72.9348043158425	107.403014244406	0.679076	0.0291136338541102	0.00717298166553274	0.0181433
SELP	18.5721725311667	5.55636970660282	3.3425	0.0347871912023292	0.0019579103622803	0.0183726
PHF19	10429.4085808793	10236.9386766132	1.0188	0.000318365676577109	0.0365293757530617	0.0184239
RP5-1142A6.9	65.655103892006	93.3402994019266	0.703395	0.0198297161020933	0.0176833241299176	0.0187565
AC026806.2	34.2055359595613	35.6694770292741	0.958958	0.0100723335178847	0.0277151476602656	0.0188937
SLC22A17	28.1903283684583	3.54185016415004	7.95921	0.0375504299241278	0.000583807712823494	0.0190671
