gene	IL17A+GMCSF+IFN-
TCTEX1D4	1.21716399170503
CNNM4	1.26511270278625
ATXN7L2	1.2515096506639
ETS2	1.29823544744892
SMG1P1	1.20074403998421
SDCBP2-AS1	1.18223477462924
RP11-757F18.5	1.1979558726361
AP1S1	1.16823917675685
OGG1	1.21981698490166
RP11-377G16.2	1.17260258703915
RNA5SP440	1.19126644405129
CTD-3195I5.5	1.21572693073352
FMNL3	1.20837438145761
DLEU1	1.25838735738501
WWC3	1.21870163168719
SLTM	1.31702820128867
BZW1P2	1.19144390909
ANKRD36C	1.20195308695539
PARP11	1.16632982760744
WDR7	1.23135624389596
RP11-449P15.2	1.23259678772632
CHD3	1.26012361270809
KCTD2	1.36079267213399
TXLNA	1.35927425477509
AC004893.11	1.37607880360418
RP11-564C4.6	1.41930672171822
MYO1D	1.41794797970827
SPIRE1	1.3758705366099
UPF1	1.37433034961748
SPPL3	1.37324202798058
AC084018.1	1.31409236284687
CRAMP1L	1.33469926007616
ERF	1.30076955321248
ATG7	1.63469390037798
NIPAL3	1.63830758510518
RP11-214N9.1	1.58852533475448
NCAPG2	1.6028267972464
FGF2	1.60975660270139
FYCO1	1.59712610730417
ZMYM2	1.61449543325791
RIMKLBP1	1.62641701028216
RP11-133O22.6	1.60351075324357
TEX14	1.55965578429102
TULP1	1.55978835583203
AC004797.1	1.58794365855067
UBXN11	1.60139082130792
AL160175.1	1.55251107064151
AC099850.1	1.59976940737229
RP11-93B14.6	1.52837537571809
RAP1GAP	1.52507704388187
SMARCC1	1.56113696298661
AP3B1	1.54357421616712
CTC-459F4.3	1.44775364242205
SIL1	1.45189049216698
MIR5587	1.47696084434363
NAA35	1.50711907982422
F8	1.49376316251011
CHD9	1.45485294170157
RP11-244N9.4	1.44229283790346
SLC41A1	1.58235081415377
OCEL1	1.57339661795113
ZNF496	1.55503524003352
LL22NC03-80A10.6	1.50219538345144
G6PC3	1.41924905168686
ZBTB40-IT1	1.54663508358464
AFMID	1.49606002211671
TRBJ2-1	1.48964642294298
MIR103A2	1.47366966211213
STAG1	1.37796068402461
CTB-114C7.4	1.4534703151176
SNORA22	1.38243113552693
AC093642.3	1.44888365854704
TRAPPC6B	1.39926800968726
ST6GALNAC6	1.41571190185085
MLANA	1.36340824349017
PRRC2A	1.32249268963336
MIR4734	1.4012489128781
DCAF7	1.3402079754466
RP11-89K11.1	1.42896806802099
CTDSP1	1.41886132217948
SUCLA2	1.37832099595166
RP11-767N6.2	1.22900907567804
RP11-409K20.7	1.26853618102956
FLII	1.42634400336618
DTD1	1.40026800552829
RP11-98F14.11	1.30458397680994
SPRYD4	1.31400395867749
ARFIP1	1.35334272688686
ITGA5	1.31201798765578
TRIP10	1.26716459189708
B3GALNT2	1.33117586721221
LOXL1	1.38203960553072
CTD-2538C1.2	1.33245664495188
HELB	1.30722113382686
RP11-264B17.2	1.28954408472623
ITM2C	1.2756592429454
PCGF3	1.19886283305281
HOPX	1.27379251964364
GALNS	1.267069915686
LARP1B	1.22989007147378
ZNF513	1.20666362349857
RNF121	1.24748990042558
CTB-131K11.1	1.36926593110457
CTB-114C7.3	1.36018571079842
GTPBP1	1.42155048919215
MSL1	1.30680176564579
PTPLB	1.47938315104695
WBSCR16	1.51165850830377
UNC13D	1.58494825184171
RP11-38L15.2	1.57543226967088
NAB1	1.58522314164569
RPL36A	1.60277701312786
PWWP2A	1.62470624512289
CDK2AP1	1.55163024480536
DCUN1D1	1.49597804670367
CTC-429P9.3	1.5074412876158
HMGXB3	1.52710802900984
RP11-632C17__A.1	1.48670946927674
DCAF16	1.49778544257387
KMT2B	1.39768474163845
ACLY	1.39937255298676
RAB3IP	1.36390533282026
USP11	1.28229205893724
TRIM39	1.42388432795606
CDKN1B	1.35050454891793
RP11-667K14.3	1.41036662160199
SNX25	1.39526051320968
WDR26	1.34886406214757
AC027601.1	1.26317423155807
VTRNA1-3	1.27122688845323
ITGA1	1.20662578161345
ZSWIM8	1.28172773106318
SLC2A8	1.27414459034087
PIGCP1	1.11241686257438
TMEM117	1.05577138838197
ZFYVE21	1.00576471755732
SNORA16	0.976180466835979
OPA1	0.930655211998757
ING1	1.02577550439338
SRRT	0.99105645633863
ORAI3	0.931347811871732
DPP9	0.941369364585791
VAMP3	0.946825271463677
GTPBP2	0.847100659824654
NFIL3	0.800342101726109
FBXL17	0.815244286258055
C1orf200	1.3536238745465
SCAF11	1.33704178996584
SLMAP	1.294649671811
RP11-373D23.2	1.24448295331798
DDX46	1.29077414463187
CSTF3	1.06728201270459
MCU	1.09804320256392
HNRNPA1P10	1.19141110435301
ARID4B	1.18605474180729
ZNF771	1.1252979458564
CCDC109B	1.05212364659689
C10orf76	1.20326073385746
ZNF532	1.15227577029941
ANGPTL6	1.15883772634655
DDX43	1.02321718944988
ABT1	1.08211935397971
KIAA0556	1.14315630910483
RFX1	1.10354516277816
CTA-989H11.1	1.16284461022283
STARD4	1.15089200773582
RP11-158M2.3	0.978911042874599
EHMT2	1.00932074508318
EXT2	1.07156735107543
DHX9	1.08341868633244
AK1	0.988647726852998
RP11-673C5.1	0.817531127672598
CHMP6	0.947914893037009
MON1A	0.808570215205664
ARHGEF12	1.27344352864734
GALNT10	1.26030092330008
CRIP1	1.24635791254062
MLKL	1.3799536069197
SLC27A2	1.34401430287798
RP11-343N15.5	1.33858436261853
ZBED1	1.34933466267439
GIGYF2	1.34552346412272
RP11-525A16.4	1.39100095242726
PCID2	1.39036678841549
PLEKHA7	1.39351636301805
TESC	1.40732722533668
PDGFA	1.41575835851366
SPPL2A	1.35951978836498
CAPZA1	1.35261489139968
PLEKHA5	1.3797095056455
ADAT3	1.34326006919102
AC107081.5	1.3433833349582
SAMD10	1.33797059657294
PDCD1	1.34467572463396
TBC1D24	1.36905008399368
HYAL2	1.39840067252937
PLK3	1.24527348294076
CDC27	1.2675315128566
ACOT7	1.27381161311015
CD226	1.32324717316798
MAST2	1.31578044789351
RP11-169K16.9	1.33262223097715
DNM1L	1.30915561319493
RP5-1086K13.1	1.29517871312845
GAPVD1	1.2672968613514
TNC	1.23139780118561
BCOR	1.25604647315264
EML3	1.2593448007362
RTF1	1.20680732594783
NUSAP1	1.33414496779098
DDB2	1.2964508822093
C19orf55	1.28290379762735
TMEM165	1.30506532046696
POU2F1	1.25575271378061
CAPNS1	1.26686721318295
LINC00963	1.25333810860832
C19orf43	1.21727009985172
ATP1B3	1.18447667823122
PIEZO1	1.23977611035784
C6orf226	1.19223586704675
DUSP5	1.26516878738798
NRBP1	1.22316943227393
PNPLA8	1.18995134468253
PYGB	1.14694076199264
AL109761.5	1.2187076366453
CHST11	1.18420935437897
HLA-F	1.26715378766369
ARHGEF2	1.29990736847188
TMCC3	1.31241709428191
ROGDI	1.22911324354733
FARP2	1.24576743240242
SDHAF1	1.21492677301282
HDC	1.26443969691164
ROCK2	1.26584831791026
FAM219B	1.119354912417
C15orf40	1.13336598839725
TRAF5	1.13373657215606
SLC4A11	1.18518859979167
TBC1D5	1.15392340001227
BZRAP1	1.160809068175
HIBCH	1.0486313771203
ZBED4	1.07306283312474
ARID3B	1.12673928406059
RAB10	1.14652826110362
PHF21A	1.12937820970466
MAP3K8	1.12025855288402
ATP2B4	1.09703550597203
VEZT	1.07024229597444
METRNL	1.0894944082457
HIATL1	1.030496979247
RP11-20I23.6	0.997595561839608
EPS15	1.00427792820286
RABGAP1L	1.10248211184011
GNAS	1.03368798931449
RAD51	1.00728450650092
MAML2	1.09249999805169
SPHK1	1.07492703839319
TOP2A	1.10773384495485
MOSPD2	1.0580598272783
RP11-214K3.19	1.09545531349165
RGS3	1.1197974163223
