gene	IL17A+
SIGMAR1	1.07039033408335
CBX3	1.0198009929923
TOMM20	0.882527410583187
METAP1	1.00283173944431
PAICS	1.01469324575913
SEC24A	0.802663542650341
ANKRD12	0.833773479751822
RP11-53B2.5	0.897063826876117
NLRC5	1.00530411128276
YARS2	0.942984076333826
MGRN1	0.941070266588226
RP11-342I1.2	1.02894693928345
ITGB1BP2	1.06159068206667
RP11-73M18.7	1.00781312252308
FBXO41	0.970138238477829
SOCS2	0.916240683746735
FAR1	1.07135928131213
PROSC	0.957647070539095
PFKL	0.863510785882338
LDHB	0.880518032881211
RSL1D1	1.0295042319159
NOP56	1.01371760464972
LA16c-361A3.3	1.1280871857454
MRPS17	1.26354583180584
LY6E	1.24600579514048
TRBC2	1.19132827340604
STXBP3	1.01968180617142
ICMT	1.0334396029473
ATP5C1	0.997914367568209
YEATS2	0.956718933038283
SSSCA1	0.741208697054429
MANEA	0.796568576029906
DNAJC5	0.828624769285577
RP5-894A10.6	1.12547251390887
HNRNPU-AS1	1.11750451363346
PTPN2	1.11292157448159
AFG3L2	0.993659034327539
CNOT7	0.994780298407994
ARPC2	0.932889860926607
CTD-2037K23.2	1.06272177476328
SMYD2	0.782726673153729
GPBP1	0.763283734524894
PSMA4	0.74853406642312
PRPF4	0.699384231887785
CTB-31O20.4	0.639112432187824
ATOX1	0.767920265626319
DESI1	0.752963729185926
FAM136A	0.751312892466708
QRSL1	0.78715187991739
PPAT	0.866661060435723
SLC30A9	0.805454115415252
AC093110.3	0.684767436403055
ALDH18A1	0.610382662467667
TMEM203	0.694396367127669
RAB9A	0.682293986578566
HNRNPDL	0.655754986473187
ZNF330	0.539978168215618
TXLNG	0.764998181239191
TMEM260	0.727555330709063
RP11-363E6.3	0.792696826452229
FNBP1	0.748307302419452
DOCK6	0.823507450990049
PPARGC1B	0.688592788617102
COX4I1	0.879267116295709
PUSL1	0.850121564851128
EXOSC7	0.874971956729108
SCLT1	0.912430380115985
MRPL4	0.814833751980968
AC010761.8	0.850759159996633
PRMT10	0.802637610438607
IMPDH1	0.985581278408336
RNF138	0.69198477447062
CALML4	0.636292797582181
PDCL3	0.714235333709428
PAM16	0.606031882941754
PRDX4	0.696677614199812
CAAP1	0.655294110556801
RRP7A	0.365771507026736
NFRKB	0.369000978098758
BRCA2	0.454547477741578
TRMT6	0.385555386334281
SFXN2	0.560322246571947
FAHD2B	0.598148350907035
TNFRSF14	0.584165570356718
HILPDA	0.599439631115423
HNRNPC	0.402439738438596
ZBED6CL	1.57196174016114
XKR6	1.53810115006905
BZRAP1-AS1	1.53406704913464
SLC25A36	1.4782039439971
FTSJ2	1.5691088469261
RENBP	1.54961285159123
UBOX5-AS1	1.59745868115221
MIR621	1.52728980591178
INPP5F	1.50345723814757
TRBV5-4	1.71558397834767
PECR	1.69651235056682
STPG1	1.63704073437747
C17orf67	1.65647314420094
APLF	1.62329220673798
TRBV4-2	1.57087600383626
SULF2	1.59701405718986
MAGED1	1.61013885450414
RP11-434H6.7	1.72099254531127
CEACAM1	1.67260481382944
TTC22	1.68172710735354
AL132989.1	1.67244451505338
IL6	1.65699323912962
MRPL21	1.66618203069529
CTDNEP1	1.57714332703705
COQ6	1.46974078105382
FLT1	1.42083487946378
CTA-313A17.3	1.46914748110775
C12orf45	1.41574694945668
DTNBP1	1.44199364455855
COA6	1.49797245544196
LTBR	1.54298687737508
TFAM	1.45114448654622
SLC25A15	1.457625491338
FAM104B	1.65896361652093
FAM98C	1.66579029203926
FPGT	1.61312620941229
TPM4	1.65354903834758
RP11-416N2.4	1.19834748950838
NAT14	1.24857410999429
PIGF	1.35775663395195
FAM195B	1.33001206745957
PPDPF	1.3439857641698
SREK1IP1	1.34626646649969
FAF2	1.28784994508514
RP11-70L8.4	1.45782232481034
TATDN1	1.33193853141987
MAPK12	1.44307866043314
FBXO45	1.40189892222292
OR52N4	1.38018159251158
SLC15A3	1.45809345166227
CIAPIN1	1.43222441807341
ZNF575	1.44781620314115
GPRC5A	1.48617370258026
RP11-888D10.4	1.51733105635394
IL10RB	1.45979761352173
RHEBL1	1.41196893842647
TTLL11	1.41917339492194
AC011747.4	1.37037150704653
TRAJ22	1.344529443741
AKR7A2P1	1.31995210308744
ST13	1.25347693557095
RP11-258C19.5	1.37051542170964
TRBV20-1	1.27442404773295
LINC00662	1.3509128129293
RP4-669H2.1	1.33690512365288
GTF2H5	1.24360206561829
RP11-517A5.4	1.29719276624971
NDUFB3	1.35061674620627
RP11-867G23.8	1.41525094832769
LHPP	1.41727143676525
ZNF674	1.48752764067358
CYB561A3	1.43160963198318
BNIP3L	1.4002148146952
TRBV24-1	1.42239157015804
RP11-275I4.1	1.51922951361156
STAC3	1.4612890629226
MAD2L1	1.5002152852043
RP11-53B2.2	1.45948976205274
CYSTM1	1.51681576531866
RP11-517A5.5	1.04348061134566
SNRPC	1.08234771487818
RP11-192H23.4	0.996338472659525
NDUFV2	0.981399867973266
SNHG17	1.01126526275365
ADCY7	1.06131739932851
ATP5O	1.14442348381554
TYW3	1.11647292555556
TLR2	1.15312311944638
GEN1	1.00310995383247
ADAMTS4	1.16231333896949
SNORA71A	1.12595767388716
ANAPC10	1.09439278788175
NOL7	1.19759198289414
SSNA1	1.18446479736747
RP11-15M15.2	1.13351731561761
PSIP1	1.16328316127769
RP11-706O15.3	0.9201601907126
PUF60	0.93329481760743
STX18	0.872556932418969
NBPF15	1.03550848265312
CCDC88C	0.959326556824704
HNRNPUL2	1.06272513199806
RUFY1	1.09791605654212
TIAF1	1.05838484319133
MICU3	0.964390673553806
CHCHD2	1.29274939290179
C20orf24	1.2482744208346
RP3-415N12.1	1.33738908444114
RP11-690D19.3	1.26001149559821
RP3-337H4.6	1.17996623499755
C9orf85	1.30164460104436
SUMF2	1.22560693506008
IL10RB-AS1	1.15845511039352
IKBKE	1.23182442242246
NOD1	1.20423017182598
TRAF3IP2-AS1	1.1016865437587
CHMP2A	1.13420965268061
PSENEN	1.34878581109454
TMED3	1.37225638835225
LIMA1	1.31096235491377
PHC1P1	1.69851413861638
CCRL2	1.67024903735577
RMRP	1.67711747990857
AC015815.6	1.65951616642239
MIR573	1.64425491280244
COMMD6	1.70277002511452
F5	1.48152456646687
RPL36	1.49778239034031
FAU	1.60079937364239
FADS2	1.58625832957035
RP11-742N3.1	1.56730907925213
SMYD3	1.54842374419158
SNORA76	1.52440380490884
RPL26	1.49116473174706
RPL30	1.55676213036535
MRPS5	1.46729320484615
RPS29	1.4023907199306
RPS27	1.42840683562526
RP11-242C19.2	1.44770424408319
RPL9	1.45858982938042
RPLP2	1.47370729993806
PFN1	1.54367403188555
RPS3A	1.41312634270001
RPS15A	1.41905105287247
RPL38	1.4682487970255
IL1R2	1.50674242409881
IRF5	1.539679856233
RPS4XP1	1.55890361408472
AIMP1	1.57093646430106
CPA5	1.52670023763425
RPS28	1.61861807001713
RPS2P55	1.5862057759448
AHCTF1P1	1.57814428512193
AC079250.1	1.58847437947107
SERPINB1	1.57464121739479
MTMR7	1.43172462658449
LAP3	1.4107328038521
C17orf89	1.45531032664464
SLC44A5	1.3895507820535
PXK	1.52802631821102
CTLA4	1.63072455687457
RP11-573D15.9	1.72050012047308
RP11-384M15.3	1.70705347885555
NDUFAF5	1.68188482262303
UBE2E1	1.66078358985021
TOX2	1.67777963361026
LETM2	1.61429659000664
MT-TP	1.75144324529691
RYR1	1.74362462919244
SNORD12	1.69987881625224
RASGRP4	1.69540872358609
RP11-110I1.11	1.7384321327584
AC012307.3	1.69706449568659
RP11-166B2.5	1.77104133552008
CTSS	1.77234597407813
RP11-175B9.3	1.74220587650494
RP11-73M18.6	1.60127325615831
BCLAF1	1.54617986861045
AMPD3	1.6145441625314
MTCP1	1.67358947938363
FNDC9	1.64232868512269
CIITA	1.69058574028742
AL136419.6	1.68068255648234
LINC00085	1.64454578514793
BASP1	1.64681424034103
ALMS1-IT1	1.6220129187354
TMEM9B	1.43391946030533
TSPAN5	1.47987089653433
PFDN4	1.47040901047102
GK-IT1	1.49452301278372
TMEM110	1.47077702630805
C12orf55	1.55690878542524
ARPC4	1.68975419981237
EIF1AX-AS1	1.71641829643218
HLA-DRA	1.65452499011686
HLA-DQA1	1.6426810232201
CHMP4A	1.71454433200811
IKZF2	1.68761559407825
SNRPD2	1.64677269514936
CTD-2192J16.15	1.66278720861616
RNF2	1.68883486608907
IGHV1OR15-3	1.44941908677687
POLR2D	1.47921755252258
SCARNA9	1.39613461057901
CAPZA2	1.54003562593797
CTC-205M6.5	1.44387717350916
CERKL	0.918842355522129
SLC15A4	1.05967764541025
MDH2	0.99893812895045
ZBTB32	1.09952773010528
ENTPD1	0.849765971859943
CCM2	0.908962876505562
CNBP	1.17749465648839
HSPE1	1.00016428163449
MYLPF	1.07772537587747
GBAS	1.12007856241983
AGPS	1.23014878839888
CTD-2031P19.4	1.16034915980308
OSTF1	1.20147082611504
SOD1	1.05427690564786
ARV1	1.48229374817839
RPL13AP25	1.43967307459569
PTPMT1	1.34468378770159
TMEM261	1.28937450036785
FBXO3	1.27676041833416
SNRPB	1.24511787503057
RP11-571M6.17	1.39318862818667
METTL8	1.37025570312339
PCAT6	1.33378862375821
UQCRH	1.29380414981434
YAF2	1.31608437867595
RBM3	1.36204492496279
RFK	1.43258102152539
TMEM33	1.4373981179939
RP11-1299A16.3	1.36212552403631
CCNL1	1.42007643257191
STK38L	1.3181654029422
CLYBL	1.3581000303658
TMA7	1.08030498017899
GMFB	1.06728996563058
PTPRJ	1.06262159906458
AP006216.10	0.922400938873326
SEC61A2	1.00457507246251
DDX47	1.26327920782757
TEX10	1.12954569508516
RP4-777D9.2	1.17223701729366
TIMM17A	1.21180327259939
DECR1	1.08553790423407
NSMCE2	1.42292054675218
NOP58	1.35523291681074
TRAV12-3	1.32239057924932
EEF1E1	1.35242913152659
FKBP5	1.30752332145042
GCLC	1.25058146753217
GPR183	1.2160550120593
CPSF3	1.41278600548951
KB-1208A12.3	0.82223704406678
RAD23A	0.710375141070637
AC093724.2	0.750566404851482
MFNG	0.676573126016393
FAM92A1	0.944281521495239
NUP37	0.933118853112825
C6orf120	0.949029181310648
POP1	0.893376949072204
LBR	0.826320015873496
AVEN	1.0411377328032
AIMP2	0.981200426885768
HNRNPL	0.894052292375269
SMAD4	0.789156265066529
ZCRB1	0.79894436962931
ADSL	1.12477048300383
FEM1A	1.19714462367819
UBP1	1.05444338164979
PSMG2	1.04436436903904
NUBP2	1.10783248869206
CTD-3138B18.5	0.999633751746315
SLC35B4	1.0292208454494
ALG6	0.890774075399703
CTD-2184D3.5	1.09407726815569
SH3TC1	1.12989687230641
CTC-575D19.1	1.09604544163407
NDUFB1	1.05454683899599
CYCS	1.0391442478824
RPL8	1.00801555757699
PSMD10P1	0.865164393768033
SUMO4	0.914068180067055
IRF9	0.73850073022934
AP001205.1	0.933484379791644
VOPP1	0.820101825719322
RP4-534N18.2	0.834622336478135
TRPV2	0.767216813107335
RP11-473I1.9	0.807087356127297
HNRNPA1P48	0.910083113850502
MRPS12	0.897684367748623
RNVU1-13	0.797301617669472
FNBP1L	0.853733484304357
TNFSF13B	0.79808297956775
RP11-20O24.4	0.901721517573644
FAM118B	0.949231320418466
B3GALT2	0.846905189821503
RP11-61J19.4	0.882768125637484
CCDC7	0.906187552198847
SLC26A4	0.662945756836244
SLC26A11	0.968801283616386
RPL14P1	1.01637471307682
GLB1	0.861375610630508
TMEM45A	0.965260302053088
PSEN1	0.946423036442677
ZNF784	0.986813506229807
PUM1	1.07394647073109
FABP3	1.0492243262569
TRBJ2-2	1.26294861658905
HPGD	1.37122872597568
UBBP4	1.28595174844324
CCR4	1.27365284025497
HTR2B	1.35706591137845
LINC00504	1.3208389978253
AP1S2	1.33286924411129
TBC1D3C	1.30174051871967
ENO1-IT1	1.18687275476151
EGR1	1.22343291509168
EIF3F	1.05895583710994
CCDC107	1.10127566003897
AC002055.4	0.94926122011422
SAMD12	1.03152388546016
CAMSAP1	1.26982403576294
STARD8	1.23233125015355
RP11-146F11.1	1.19150675990058
AC016831.7	1.17730008358622
PTPN6	0.766897152045955
EIF3L	0.713399137796885
SERINC3	0.77719849612664
SLC15A2	0.742744695523141
TMEM156	0.614739234016905
RP11-417N10.3	0.485733715406284
C5orf56	0.816818899459622
ATF4	0.762774783903891
PSMB9	0.576703866215449
GNB1	0.505762288816764
RP11-378A13.1	0.996705450313777
FAM89B	1.17571987075935
PPFIBP1	0.897034422680608
JPH4	1.01100297909976
RNU6-322P	1.02973022438661
FHL2	0.926804946637798
IL8	1.07722147005733
FBXO6	0.99388711504761
RN7SL15P	1.0144723970945
RPSAP15	0.936770387415543
RPL7AP6	0.967469619780623
GPX1	0.94275367791232
C4orf32	1.08917531331182
MOSPD3	1.05695057691128
RP11-53B2.6	1.03599571855831
FAM83H	1.14660856000374
POMK	1.10059056555581
RP11-594N15.3	0.780638356649141
SNF8	0.682323754823486
LINC00641	0.788415940320255
RP11-867G23.3	0.774583004125007
UBE2L6	0.652942868490748
TTYH2	0.826111285241744
CLINT1	0.773731722199423
CNPY2	0.874410049514624
NME3	0.734425585891628
TRAV14DV4	0.920267582241651
TAF5L	0.888139074943646
RPL29	0.984135796015371
UBQLN1	0.958795623484358
C19orf60	0.891946976179782
RHNO1	0.875100632331486
EEF2K	0.806398132710363
TRAV12-2	0.754075884348922
ISG20	0.757741916012534
GNB2L1	0.854684689993335
RHBDD1	0.826147092392239
UBA52	0.959888452914975
RPL18A	0.971892410080303
RP11-864N7.2	0.986880381836876
RPL19	0.960247917784125
KLF7-IT1	0.902089716907145
EBI3	0.931727342903587
RPL13	0.962232002942658
RPL35	0.996904301206813
RPL7A	1.02902800063951
RPL5	1.01982590260465
NACA	1.03276769263716
RPS2	1.09817856933198
RPL18	1.06072602488994
RPL11	1.10637730053175
HES1	1.09621935292176
RP3-403L10.2	1.00940500979171
RPL23	1.04952044285949
RPS7P1	1.00523386202985
SLC9A4	0.861577038038403
ENDOD1	0.893537779717764
MTERFD1	0.807860036333041
DTX1	0.77254715085138
PCBD2	0.824032574331292
ELOVL7	0.722830766828284
SNX29	0.773216550671755
TBCA	0.763064537568629
