gene	GMCSF+
AC020571.3	1.71674596085276
AP001055.6	1.73715366780724
CRYBG3	1.49666450194352
ASB1	1.49376216254551
RP11-528G1.2	1.54509794212331
ARHGAP33	1.55115337199967
RP1-140A9.1	1.57814944773836
AC002398.5	1.57492892951936
TPBG	1.540933654589
HOXA1	1.58531488588846
MYO16	1.59608501511665
ANKRD28	1.54455223597548
RP11-373D23.3	1.65109064424472
DIRC3	1.66038559407208
NRIP3	1.54013609667755
TESPA1	1.47508953134971
EMC3	1.4861694575379
PPP1R15B	1.34915305635219
HCN2	1.34728850630119
RARG	1.42363616871677
INF2	1.33850436412194
ITGA6	1.40871079234077
RP11-982M15.6	1.44894347225341
AC097711.1	1.53948264514721
DFNA5	1.48579108546236
SEPT8	1.43211671941998
WDR86-AS1	1.36512865891405
IL3	1.40913724442469
SYBU	1.46981604103821
KLF4	1.49680337047932
TATDN2	1.48266713919903
ARHGAP35	1.52181281226
PCNX	1.5308809657304
TPRG1	1.49623569722139
PRDM10	1.40430404818908
IGF2-AS	1.37554072744205
TUFT1	1.44002929271129
IL7R	1.45072157832749
DDA1	1.45471707803271
RP11-126O1.5	1.43303601136545
BAIAP2	1.31788484084756
MED13	1.29344261214089
FBXO11	1.246532607023
SNAI3	1.23233133315778
ETV3	1.26248881651986
RRAD	1.33348274258875
MED19	1.37114202512394
P2RY8	1.34098381787172
LRRC59	1.3674677110013
SLC35C1	1.29709856611657
RP11-529E10.6	1.4279745935937
ATP2B1	1.38495530023779
IL10RA	1.41590576228089
PSPC1	1.41750677873918
KATNAL1	1.39084199362043
TSPAN18	1.4637746407078
P2RX5-TAX1BP3	1.37188222382652
PCNT	1.43541616862224
RP11-467L13.5	1.47467020445657
PSMB4	1.50180865492692
RAPH1	1.53463341726451
ZNF75D	1.47076324124051
EFHD1	1.45172972449027
LPAL2	1.42069230739846
DYNC1H1	1.43482411056915
RP11-982M15.8	1.47229267922475
ARF1	1.31497190666784
MYLIP	1.28115880969152
ANXA1	1.27324383088995
NAAA	1.20501839902163
ACVR1	1.30462043063717
HBEGF	1.30886053585389
NTNG2	1.28164296360579
PRKY	1.33801454035601
TOB2	1.25712623253535
HPSE	1.24917919542574
CSNK1A1	1.30794200416544
SLC26A6	1.23817771940879
UBE2FP1	1.2462847732413
WDR86	1.07841296738413
KB-1732A1.1	1.14862109943146
CHPF2	1.19408785339311
RP11-54F2.1	1.1726334101917
PITPNA	1.15626626373672
C3orf52	1.0921343353226
CTD-2561B21.5	1.44782388629734
TXNL4B	1.49800705815575
RP11-473I1.5	1.52325902146844
DPF1	1.55338840270795
RPL36AP15	1.51853429547935
ITPKA	1.42850217815777
FAM78A	1.51381202286795
RNF24	1.584689052108
RP11-796G6.2	1.39322589354549
HEXIM1	1.40375181625399
C3	1.37369050869501
RP11-345J4.5	1.33907830821715
PIK3AP1	1.39223698009313
UTP20	1.40847822162674
UQCRC2	1.42807628754276
C10orf67	1.34697840616145
RBM7	1.32327195463442
LINC01057	1.37230060898709
RP11-855A2.5	1.39063920049873
PDE4DIP	1.41917848558721
RPL35AP32	1.4030101086844
PML	1.32173740384001
SYN1	1.32700641238495
PPP1R26	1.22477173896105
IL11	1.3478835382659
RP11-46A10.6	1.31772985540171
QSOX1	1.34334816586525
COL6A3	1.23342734337872
SV2C	1.19141006416273
FAM129B	1.27373628277415
THAP7-AS1	1.22578427692717
SPTB	1.23535255445263
RP11-173M1.8	1.29472822041963
SEC24C	1.36617904138672
SNAI3-AS1	1.31753152474816
RPS6KA5	1.33320136350167
MED6	1.3988004421162
VPS13D	1.41829230049577
CREBBP	1.43879709700074
ZC3H10	1.37035806512013
UNC5B	1.40304190285848
ALMS1	1.33141258616137
CGN	1.36416870056874
FAM222A	1.44392457177399
HS6ST1	1.52457647333607
WDR47	1.50977050764437
RP11-385F5.5	1.51809927435359
CDK8	1.54914759191364
AC004840.8	1.60228101914005
EPHA2	1.61974289717927
CDKN1C	1.65569655605216
BCAS2P2	1.67842126955649
ITSN1	1.68439290201905
U6	1.60283663647266
NUMBL	1.65709016378324
RP11-476C8.2	1.61631846282766
OAT	1.67260622690998
AKT3	1.65669996863774
ACAP2	1.6422484982585
NTSR1	1.61797995566525
G3BP2	1.63758295985298
PPARA	1.56835230067793
CDKN2D	1.61113748658425
IDI2-AS1	1.57830899014076
SON	1.56640112272934
TMX2	1.52186315161881
CCDC104	1.53817104112834
KIF24	1.49097904882704
CDCA3	1.49838857583283
ZNF808	1.47609902812223
HERC2P10	1.55056714189389
HRH2	1.3783780545957
SLC39A7	1.39944592800587
CCNB1	1.41935941636397
HIST2H2BE	1.42044701783989
TESK2	1.39134423749305
CTB-31O20.2	1.45616170682582
ADCK4	1.42473699765292
GALT	1.54585025277579
CD300A	1.48631405468636
KCNK7	1.50027018065897
CACFD1	1.52231794065552
GOLGA6L4	1.36450741908643
ADM	1.3841216478159
DCHS1	1.37880657484643
MICALL2	1.3392123271927
ACER2	1.29197753696034
NQO2	1.29407204210171
NR4A2	1.16585724490871
RP11-1348G14.4	1.28362970653496
CRB2	1.28093006177008
TCF7L2	1.32735267724982
CASQ1	1.10830228692697
TPGS2	1.1497693157148
ZNF317	1.41465580633326
CRKL	1.33224156666168
EPS8L1	1.31241574928088
RN7SL81P	1.49696118285124
BIN3	1.47096082896243
LEPREL2	1.41484194000881
HNRNPM	1.44324584245256
ZNF799	1.35385289818149
ZBTB20	1.46149032212455
DNAH10OS	1.47422949815087
HMOX1	1.45537103642129
GLUD1P3	1.22826449702627
HIST1H2BJ	1.18435125944168
WNT7A	1.23619002190413
EAF1	1.3235201824509
QPRT	1.32124617674961
EVI2B	1.33619150472606
FTSJ3	1.35434836554169
TOPORS	1.26081454686407
ZNF384	1.30110829348885
PLEKHG5	1.25998728363644
DENND2C	1.17092106260806
SERPINA10	1.22820157278229
AC018737.1	1.10714060412741
APOBEC3B	1.10617199051623
MKLN1-AS2	1.12004418509328
RP6-206I17.1	1.08597135125781
CECR6	1.04039373606082
PWAR6	1.13291001576791
BAG4	1.11450810371522
FXYD7	1.00713730214893
MCC	1.18151974547686
LY9	1.17738170203576
ZNF219	1.20828583298633
MKRN1	1.0957259965194
AC015971.2	1.27081589282353
WIPF2	1.23620633576001
ABR	1.16717985765216
FAM65A	1.17139231690482
EXTL2	1.17276164339527
C18orf8	1.08300395449979
HCAR1	1.7873576956146
DTX4	1.78759626711776
FST	1.78505268729911
TMPRSS11E	1.78124091097788
CYP4F12	1.77041957174467
TMED9	1.74563556121974
MRPS10	1.74983645385797
MYO7A	1.76935080569665
LINC00086	1.74039554943278
RCBTB2	1.75629302859933
MB	1.7775323849397
PHYHD1	1.76810865039802
SEMA4C	1.7712898171345
JAM3	1.66803232551146
BAMBI	1.64194799085057
HLA-G	1.63467346230999
TRIM2	1.62458085331812
SFXN5	1.71264535513111
AGPAT9	1.69711371525296
WIPI1	1.73510393451299
SEPT10	1.74639224350804
SEC11C	1.75907872666833
AC110781.3	1.71097798004619
TIAM1	1.69527756024297
CLMN	1.71864923204819
AP5S1	1.72523080797174
CD46	1.72609197915471
FMNL2	1.68300440081312
MARVELD3	1.68182816729666
MAGEE1	1.67485725061225
NYAP1	1.62730199884367
TRIOBP	1.57700399928775
C19orf77	1.66873740451304
RP11-680G24.5	1.59782591445256
KCNQ1OT1	1.64148139865094
FAM53A	1.60722044506232
ATP8B3	1.61550517602482
ADAM23	1.60703227660068
RP11-231C14.3	1.57562902075277
TMEM87A	1.57934645591753
GDF11	1.52918714745434
ISM1	1.52882662348987
TMPRSS13	1.56541940584241
HAT1	1.57845738255796
TADA2B	1.56316012328939
CLU	1.55995280068894
GNB3	1.56287558976786
SEC61A1	1.57007280398276
MEX3B	1.59102120537084
ZNF394	1.61402015642249
RBBP4P1	1.62553060799649
BACH1-IT2	1.59880887814339
RBBP6	1.62587271673054
EP300	1.60931773637024
CTD-3247F14.2	1.62577433510623
SAP30BP	1.59218816381278
CYP4F22	1.67521550844175
SF3B5	1.72296820902923
PTCH2	1.75280465579221
CALR	1.70601169703868
CARD6	1.67845310158926
SOX8	1.71311256601235
RP11-895M11.2	1.7202548186759
VTRNA1-1	1.69944357232898
RP13-379O24.2	1.72596520002575
RPL39P	1.71264647510106
MTUS2-AS1	1.73332822151236
TNFSF11	1.74506761086115
CD200R1	1.75880689673701
CASS4	1.75605390224753
ZSCAN12P1	1.73006759695475
EPHA1	1.74981318562044
ZNF597	1.76800533857758
RHOBTB2	1.76482894329786
TRERF1	1.75203747822507
SSR3	1.74913801192658
RP11-671J11.4	1.6195947211912
LINC00659	1.58675939437091
CTD-2325P2.3	1.57901459797699
RP11-1024P17.1	1.50329395175088
ADIPOR2	1.46934914887394
EFCAB11	1.54475734393667
CD200	1.54722478376985
BACH1-IT1	1.50749861590299
OAZ2	1.42076149677914
ALPK3	1.44114297186858
FAM201A	1.41091138463424
SLC9B2	1.47669374481102
ETV1	1.52139246795833
H2AFX	1.4556771550625
YTHDF2	1.50010467648296
CADM1	1.46137750298374
RBFOX2	1.45294011719013
CTD-2267D19.2	1.42999393001698
SOX13	1.51138457596652
RPN2	1.56168361997347
NDUFAF7	1.5009170837444
DSEL	1.44781972554081
POGZ	1.4242358992422
ARHGEF3	1.26172040437397
NCKAP1	1.26165724798802
RP11-54A4.2	1.34058032893713
AC016999.2	1.36399563645622
USP1	1.32515137359175
CREB3	1.22880159757707
CTCF	1.23038955098655
RASA3	1.28563686692372
ANKRD13A	1.28760064069676
NUGGC	1.45500500412283
ABL2	1.42967187355531
AGPAT2	1.4701394025045
ZNF165	1.35619531300918
DNAJB9	1.37165584080271
ITGB2	1.30799757898937
ZNF460	1.1784081453392
SKP1	1.15821515908663
ARL8B	1.11049501816939
NANOGP7	1.0826586122743
RP11-326C3.4	1.42015729971681
TRAM1	1.41492899725873
RP11-147L13.8	1.29509336115407
TRGV5P	1.11822596605378
VASH1	1.13157943684828
RP11-252A24.3	1.1886078849054
RP11-425D10.10	1.18228405562037
C21orf91-OT1	1.29539489563415
CRTAP	1.34826310706358
SNX18P3	1.37693161100913
SMIM4	1.44114905449201
AF131216.6	1.28713429914364
RP11-132N15.3	1.30586517620342
RP5-827C21.4	1.23250411109601
ZDHHC2	1.29774058177504
EXOC6B	1.29686300044484
TOX4	1.33905758636223
ZNF765	1.2415557175455
CHMP1A	1.2496851031469
C17orf103	1.24982057539807
MUC12	1.33881497318226
APLP1	1.29237636980357
ACE	1.23274523325118
SHOC2	1.27896213085325
CDC73	1.30618033257435
NR3C1	1.29969545352022
POU5F2	1.18263374405503
PAPOLA	1.19540578568678
BACH1	1.19631752819408
CD84	1.21007983200518
RP11-553L6.2	1.01039438819662
NRP1	1.0719995649929
RP11-264I13.2	0.944615032782568
RP11-4F5.2	1.05084716527711
PELI2	1.01613156223217
LINC00452	1.1590074452175
RTN4	1.22594000641107
BCL10	1.14125854620035
HIN1L	1.1084532107698
CBX6	0.996468610695061
C3AR1	1.08918231725786
TEAD3	1.0029679591752
CYB561D2	1.03939626116463
BCL7B	1.08255483977585
FAM103A2P	1.35785162338366
RP5-1158E12.3	1.34913860789331
FBXO10	1.39395355013549
AC006946.12	1.21016613716129
RP11-213H15.1	1.1679881874266
AP006216.12	1.08897198095934
SMEK2	1.24496777419532
SMN1	1.36659294345433
UBL7	1.30890862275276
CKB	1.23202533780058
EFCAB4A	1.13646320027249
MTUS2	1.20229952513942
SORCS2	0.975466433003928
GGH	1.22008688404574
MCF2	1.10025174950413
SAP30L-AS1	0.874910838901755
WARS2-IT1	0.808799805114414
METTL12	1.32951233965871
LSMEM2	1.45747876365104
GATA2	1.33035698750783
CEP78	1.41245831996312
AL136115.1	1.3753100719913
RP11-134P9.1	1.35065600639533
KIAA1324	1.24764827656123
AC005534.8	1.43002565615798
PDZD8	1.48035743489408
TRBV2	1.37472314698068
KLHL11	1.3529464872017
AC003956.1	1.33716480696516
ENO1-AS1	1.38492902063284
SYT7	1.3994627130101
RP11-333J10.3	1.45166321895146
AC010761.13	1.32406972517048
RP11-392O18.2	1.34950693536293
PLEKHA6	1.3946830797132
PLA2G16	1.3804049007599
GP6	1.42652067529841
COX7B	1.3524978611036
RP11-806H10.4	1.51985228383517
CCDC71L	1.47232346011002
GPR146	1.50735192199982
OSTC	1.39771905564302
SNTA1	1.31312817013812
PDE4C	1.42514786403289
SPRY2	1.29277108975853
IKZF4	1.26562448550519
hsa-mir-3181	1.39949773115088
PCOLCE	1.39330603017114
ZSCAN31	1.20559491791428
RP11-108F13.2	1.21900743785434
RP11-1379J22.2	1.20348836675463
NUS1P1	1.21932315481555
DNAH10	1.22101079149876
HSPD1P6	1.17980443149334
ASS1P1	1.0750190051542
SCP2	1.13735491632056
CHPF	0.997901198488691
CTD-2145A24.3	1.14437754135111
IQCE	1.55358151506345
TCEB2	1.52575220819936
SMIM14	1.49980082249721
SUCO	1.45424541091
RP11-327F22.1	1.50231620169197
MICA	1.52448154558169
RP11-161M6.3	1.61589629386559
EIF3FP3	1.55368861005254
CTD-2630F21.1	1.52872084079184
TRAV34	1.45503303538398
CATSPER2P1	1.44742826532868
SNORD119	1.42316428518895
CCDC17	1.35517277972501
RASSF7	1.2716735988313
CTA-292E10.8	1.31408623809116
SLC1A4	1.24499283043868
AC091633.2	1.43914032439085
SLC16A13	1.36796224428991
OTUB2	1.2681728502336
RDH11	1.20008759065111
AC005776.1	1.52933726396995
MGST3	1.49628908393792
FAM172BP	1.52018197715402
STMN3	1.45405364660523
RRP36	1.47471616761042
MCTS1	1.55707114599409
SSR2	1.55065063781798
ZFAND2A	1.52883214507006
RP4-553F4.6	1.57853537778879
MTM1	1.58097066280682
RP11-400L8.2	1.57866344041375
FBXO32	1.55335653103089
GCLM	1.50574860903661
RP5-1077I2.3	1.47995245002581
