gene	CD45RA.Cyt.	CSF.	IFN.	IL17A.	IL17A.GMCSF.INF.
LA16c-361A3.3	0.471471469303811	-0.964316736622934	-1.14631301269123	1.1280871857454	0.511071094264946
MRPS17	0.201847353337626	-1.00807593006471	-1.01666971889675	1.26354583180584	0.559352463817997
LY6E	0.211406209386642	-1.07263142438014	-0.959922293677319	1.24600579514048	0.575141713530334
TRBC2	0.291319062095437	-0.96677344077658	-1.10296840406182	1.19132827340604	0.587094509336924
STXBP3	0.0811461427552321	-1.28978369884915	-0.703102901558464	1.01968180617142	0.892058651480953
ICMT	-0.0298423194219614	-1.19977068281984	-0.759940202723031	1.0334396029473	0.956113602017532
ATP5C1	-0.0823511068283463	-1.30141606404235	-0.591057094842592	0.997914367568209	0.976909898145082
YEATS2	-0.00223380611975172	-1.31607106297938	-0.621475271365275	0.956718933038283	0.983061207426119
SSSCA1	0.336889673254013	-1.319081891231	-0.764974628232847	0.741208697054429	1.0059581491554
MANEA	0.245394850667614	-1.36787845703508	-0.668023259045298	0.796568576029906	0.993938289382864
DNAJC5	0.186346065069021	-1.26835738934067	-0.77824409479876	0.828624769285577	1.03163064978484
RP5-894A10.6	0.230320300655184	-1.30888992422422	-0.718423173100253	1.12547251390887	0.671520282760423
HNRNPU-AS1	0.242864226658922	-1.31500670314695	-0.716197111713247	1.11750451363346	0.670835074567818
PTPN2	0.20162863855894	-1.26863575150008	-0.768027939593495	1.11292157448159	0.722113478053055
AFG3L2	0.371840634728114	-1.35368700749771	-0.727653510236442	0.993659034327539	0.715840848678494
CNOT7	0.335682441664977	-1.25725427465019	-0.847271058672028	0.994780298407994	0.774062593249247
ARPC2	0.296450601341958	-1.24889423706975	-0.85100925267829	0.932889860926607	0.870563027479476
CTD-2037K23.2	0.26289929545835	-1.13884982275435	-0.95567493761374	1.06272177476328	0.768903690146459
SMYD2	0.678709907231106	-1.31727087839963	-0.840554507940947	0.782726673153729	0.696388805955743
GPBP1	0.677196189323614	-1.32987994755194	-0.824749924627631	0.763283734524894	0.714149948331065
PSMA4	0.733943962038422	-1.28952221359675	-0.877355458456526	0.74853406642312	0.684399643591731
PRPF4	0.730812095125389	-1.24509456949896	-0.932010097686754	0.699384231887785	0.746908340172544
CTB-31O20.4	0.709490625977679	-1.34531676452899	-0.801104138326628	0.639112432187824	0.797817844690109
ATOX1	0.803881019529405	-1.26755316157433	-0.897476090805271	0.767920265626319	0.59322796722388
DESI1	0.689480450256727	-1.41215928735272	-0.709048019968112	0.752963729185926	0.678763127878177
FAM136A	0.726584625042958	-1.47471937795293	-0.606899496860657	0.751312892466708	0.603721357303922
QRSL1	0.791916263746338	-1.40390047856938	-0.706850390655196	0.78715187991739	0.531682725560852
PPAT	0.60696375884358	-1.40297250526209	-0.709739189398823	0.866661060435723	0.639086875381607
SLC30A9	0.583136749553602	-1.42657027882357	-0.679355201022713	0.805454115415252	0.71733461487742
AC093110.3	0.497509483421125	-1.44728415417849	-0.627046260013878	0.684767436403055	0.892053494368188
ALDH18A1	0.554415146382903	-1.41226656880764	-0.680920700124439	0.610382662467667	0.928389460081511
TMEM203	0.430460590163311	-1.45909838847932	-0.59040505664457	0.694396367127669	0.924646487832905
RAB9A	0.39149667876673	-1.44584859835657	-0.595480324630878	0.682293986578566	0.967538257642149
HNRNPDL	0.557058000491554	-1.50474555638089	-0.544251173710982	0.655754986473187	0.836183743127128
ZNF330	0.569740089262132	-1.51662828028595	-0.503959500973216	0.539978168215618	0.910869523781416
TXLNG	0.37869437631355	-1.48476803345703	-0.539626327155945	0.764998181239191	0.880701803060234
TMEM260	0.461707936151663	-1.53431566912459	-0.47702513239612	0.727555330709063	0.822077534659982
RP11-363E6.3	0.496322817488595	-1.45138927486091	-0.627892975219124	0.792696826452229	0.790262606139213
FNBP1	0.609390714577935	-1.14924908024736	-1.03325089697282	0.748307302419452	0.824801960222798
DOCK6	0.616935291583956	-1.09115182519291	-1.09377873141486	0.823507450990049	0.744487814033764
PPARGC1B	0.704672447638991	-1.06718417334823	-1.12148464129146	0.688592788617102	0.795403578383594
COX4I1	0.451725373839088	-1.06900127289036	-1.09165946878173	0.879267116295709	0.829668251537291
PUSL1	0.432374746808659	-1.24482502717316	-0.896345326572535	0.850121564851128	0.858674042085903
EXOSC7	0.422738408412864	-1.27637239142479	-0.855169483257968	0.874971956729108	0.833831509540784
SCLT1	0.448785414563166	-1.27702604029846	-0.858098243649416	0.912430380115985	0.773908489268722
MRPL4	0.488478522100841	-1.31154250815076	-0.825721334025614	0.814833751980968	0.833951568094562
AC010761.8	0.570785289383857	-1.20717469915844	-0.964554415015316	0.850759159996633	0.750184664793271
PRMT10	0.519469232328389	-1.22020127275288	-0.943096569479561	0.802637610438607	0.841190999465449
IMPDH1	0.54310751120145	-1.26269005675915	-0.875932718937532	0.985581278408336	0.609933986086893
RNF138	0.313919491369607	-0.945690129042974	-1.15404410701214	0.69198477447062	1.0938299702149
CALML4	0.35049764268934	-0.991480349127723	-1.11328011652658	0.636292797582181	1.11797002538278
PDCL3	0.212054625775805	-1.00774763077811	-1.06064025787374	0.714235333709428	1.14209792916662
PAM16	0.448032617489601	-1.04022129851678	-1.09085793753706	0.606031882941754	1.07701473562248
PRDX4	0.532934375929556	-1.16575312425413	-0.998780488876887	0.696677614199812	0.934921623001642
CAAP1	0.449935198843768	-1.23797276928135	-0.889337680643786	0.655294110556801	1.02208114052456
RRP7A	0.598583165350582	-1.00666877583884	-1.0954521307681	0.365771507026736	1.13776623422961
NFRKB	0.653153430591351	-1.04349318035682	-1.07287184209238	0.369000978098758	1.09421061375908
BRCA2	0.544619140033753	-1.1044334107134	-1.01307361656032	0.454547477741578	1.11834040949839
TRMT6	0.754582725742064	-1.1518418296498	-0.982870515049014	0.385555386334281	0.994574232622471
SFXN2	0.642188689586748	-1.00798891787061	-1.15524768217307	0.560322246571947	0.960725663884975
FAHD2B	0.570973206003652	-1.02846804572431	-1.1306498012148	0.598148350907035	0.989996290028428
TNFRSF14	0.67013329477504	-0.961605890511748	-1.20515512825532	0.584165570356718	0.912462153635306
HILPDA	0.6842350679932	-0.946487820537537	-1.22211320901234	0.599439631115423	0.884926330441251
HNRNPC	0.715885824594594	-0.966082806604311	-1.16714035729111	0.402439738438596	1.01489760086223
ZBED6CL	0.313595739398961	-1.02535897604807	-0.362046929180376	1.57196174016114	-0.49815157433165
XKR6	0.336926803964016	-1.10548437772427	-0.420344345100645	1.53810115006905	-0.349199231208147
BZRAP1-AS1	0.426053861562692	-0.998570724056772	-0.534083273505664	1.53406704913464	-0.427466913134893
SLC25A36	0.524639668234842	-1.03423969106586	-0.462879987743351	1.4782039439971	-0.505723933422726
FTSJ2	0.23148905405458	-1.06381820382677	-0.569858099783993	1.5691088469261	-0.166921597369921
RENBP	0.313797988036651	-1.02903223723079	-0.633093981043799	1.54961285159123	-0.201284621353296
UBOX5-AS1	0.265374518483329	-0.947265707403877	-0.632795017341609	1.59745868115221	-0.282772474890054
MIR621	0.330027139682754	-1.01319017388622	-0.71840660242392	1.52728980591178	-0.1257201692844
INPP5F	0.428384937766557	-1.03846448679426	-0.644971899956738	1.50345723814757	-0.248405789163121
TRBV5-4	-0.0680472141918724	-0.854332716475666	-0.334672754472774	1.71558397834767	-0.458531293207362
PECR	-0.0739876644324666	-0.938518840221817	-0.370481492210224	1.69651235056682	-0.313524353702314
STPG1	0.139104374704658	-0.977769086299021	-0.285141784081321	1.63704073437747	-0.513234238701785
C17orf67	0.0109009961033725	-1.01252998549855	-0.417839127093957	1.65647314420094	-0.237005027711804
APLF	0.0786795049470621	-1.07294984554141	-0.38406782329225	1.62329220673798	-0.244954042851389
TRBV4-2	0.428326153470322	-0.734742915535377	-0.562913144327037	1.57087600383626	-0.701546097444175
SULF2	0.368683404286774	-0.598820328132725	-0.581320217862133	1.59701405718986	-0.785556915481775
MAGED1	0.287523340381466	-0.720124572956787	-0.35117001904104	1.61013885450414	-0.82636760288778
RP11-434H6.7	0.0126035429019439	-0.687507461942524	-0.42762787729682	1.72099254531127	-0.61846074897387
CEACAM1	0.187769688018507	-0.692394626041854	-0.530901013915316	1.67260481382944	-0.63707886189078
TTC22	0.129020578384179	-0.800773434971111	-0.549063984303237	1.68172710735354	-0.460910266463369
AL132989.1	0.169266115107897	-0.607755757763962	-0.76460695847037	1.67244451505338	-0.469347913926951
IL6	0.214584909574747	-0.577064559703691	-0.784078759004981	1.65699323912962	-0.510434829995693
MRPL21	0.169843267404248	-0.715087256137776	-0.726886980132524	1.66618203069529	-0.394051061829233
CTDNEP1	0.391762655029702	-0.754938815729463	-0.768770776943488	1.57714332703705	-0.4451963893938
COQ6	0.320745836750367	-0.919495927075564	-0.941558085120021	1.46974078105382	0.0705673943914002
FLT1	0.404324690064213	-0.93161467802767	-0.971478385026559	1.42083487946378	0.0779334935262316
CTA-313A17.3	0.263573116217332	-0.845668164867037	-1.01952501706449	1.46914748110775	0.132472584606441
C12orf45	0.4342980641199	-1.0369558536329	-0.854434819435322	1.41574694945668	0.0413456594916418
DTNBP1	0.448409626975898	-0.952296462231568	-0.900731751733561	1.44199364455855	-0.0373750575693212
COA6	0.276324790915276	-0.97494498868476	-0.852292625319877	1.49797245544196	0.0529403676474012
LTBR	0.184783183157052	-1.02335951752864	-0.73278697285308	1.54298687737508	0.0283764298495892
TFAM	0.21625533208417	-1.1653470112559	-0.677260578274593	1.45114448654622	0.175207770900095
SLC25A15	0.218613419060092	-1.15762967812746	-0.67939499952254	1.457625491338	0.160785767251903
FAM104B	-0.0580719633675297	-0.845122531008682	-0.727628603707979	1.65896361652093	-0.0281405184367413
FAM98C	0.0357916085241757	-0.91274270698	-0.593955029603983	1.66579029203926	-0.194884163979451
FPGT	0.0973912203638858	-0.683887386821748	-0.956965899026764	1.61312620941229	-0.0696641439276694
TPM4	0.13519143387818	-0.649030160989725	-0.86716720325696	1.65354903834758	-0.27254310797908
RP11-416N2.4	0.985478280279448	-0.773370819665305	-0.706188103516642	1.19834748950838	-0.704266846605886
NAT14	0.922656254217902	-0.797405901624143	-0.615445002941155	1.24857410999429	-0.758379459646891
PIGF	0.787610942997676	-0.73441188100372	-0.678953081157108	1.35775663395195	-0.732002614788795
FAM195B	0.787096500047829	-0.982220082350179	-0.604892693689139	1.33001206745957	-0.529995791468081
PPDPF	0.760178870492715	-1.001159179111	-0.500511889584307	1.3439857641698	-0.602493565967208
SREK1IP1	0.794056288405293	-0.849542592075969	-0.611760615950053	1.34626646649969	-0.679019546878963
FAF2	0.8619869440881	-0.912842944230923	-0.624054688804986	1.28784994508514	-0.612939256137329
RP11-70L8.4	0.586039425036205	-0.627391748559193	-0.448911049615077	1.45782232481034	-0.967558951672273
TATDN1	0.775698468894994	-0.724458992060154	-0.424381124905498	1.33193853141987	-0.958796883349214
MAPK12	0.646104228996789	-0.532288469613575	-0.827345946925313	1.44307866043314	-0.729548472891043
FBXO45	0.696229671742664	-0.465630570013275	-0.798828776324135	1.40189892222292	-0.833669247628171
OR52N4	0.703071943501849	-0.408218293128955	-0.962567424830939	1.38018159251158	-0.712467818053531
SLC15A3	0.629828842095032	-0.58649325752716	-0.695215872444464	1.45809345166227	-0.806213163785675
CIAPIN1	0.642559632886276	-0.470717681157214	-0.684218203384299	1.43222441807341	-0.919848166418174
ZNF575	0.648540594396702	-0.691104595614042	-0.607151230559265	1.44781620314115	-0.798100971364547
GPRC5A	0.589921157057779	-0.745867539608288	-0.631872073888483	1.48617370258026	-0.69835524614127
RP11-888D10.4	0.535649111844064	-0.639001871620377	-0.744377588172481	1.51733105635394	-0.669600708405147
IL10RB	0.621364498612256	-0.802962525691848	-0.742180291776211	1.45979761352173	-0.536019294665923
RHEBL1	0.703262276544631	-0.776943570774074	-0.748571984093244	1.41196893842647	-0.58971566010378
TTLL11	0.684091275974968	-0.701740104739421	-0.848056668425747	1.41917339492194	-0.553467897731745
AC011747.4	0.494493982339944	-0.359454547471198	-1.30733102499738	1.37037150704653	-0.198079916917891
TRAJ22	0.620083649461504	-0.335430119606091	-1.24360482966579	1.344529443741	-0.38557814393063
AKR7A2P1	0.679891437569875	-0.590589290826946	-1.18090414404494	1.31995210308744	-0.228350105785427
ST13	0.774490726449346	-0.53110700720375	-1.21026856941828	1.25347693557095	-0.286592085398277
RP11-258C19.5	0.671235433839654	-0.384236621043056	-1.10245035015097	1.37051542170964	-0.555063884355269
TRBV20-1	0.793009396641842	-0.40277351412938	-1.14792986850612	1.27442404773295	-0.516730061739294
LINC00662	0.735357909155494	-0.540269651293758	-1.04441568397174	1.3509128129293	-0.501585386819291
RP4-669H2.1	0.755168352663363	-0.544629333713978	-1.04620386069963	1.33690512365288	-0.501240281902636
GTF2H5	0.81544181571828	-0.894977651799946	-0.975732528644461	1.24360206561829	-0.188333700892163
RP11-517A5.4	0.774607310313006	-0.876658002021223	-0.940034831212208	1.29719276624971	-0.255107243329286
NDUFB3	0.711165384142298	-0.807553942759503	-0.967254254262994	1.35061674620627	-0.286973933326074
RP11-867G23.8	0.595205033793255	-0.922030080032178	-0.860694214590682	1.41525094832769	-0.227731687498086
LHPP	0.620119684359073	-0.894986978182585	-0.848012428555048	1.41727143676525	-0.294391714386694
ZNF674	0.48652996789687	-0.837525478934414	-0.887051682324924	1.48752764067358	-0.249480447311115
CYB561A3	0.534233159280182	-0.771879817248213	-1.01918792301005	1.43160963198318	-0.174775051005098
BNIP3L	0.532825370186094	-0.857830576803314	-1.00749013496763	1.4002148146952	-0.067719473110346
TRBV24-1	0.492692683890827	-0.657154672954789	-1.1344400425138	1.42239157015804	-0.12348953858027
RP11-275I4.1	0.425954741302311	-0.679548620978089	-0.984812942016827	1.51922951361156	-0.280822691918956
STAC3	0.501391083662324	-0.621276497786921	-1.07540844319837	1.4612890629226	-0.265995205599628
MAD2L1	0.453820074821986	-0.52138040609013	-1.06655154906646	1.5002152852043	-0.366103404869699
RP11-53B2.2	0.235168866113576	-0.628138928557513	-1.18567635422389	1.45948976205274	0.119156654615081
CYSTM1	0.275722785173392	-0.691445209921873	-1.06965510268101	1.51681576531866	-0.0314382378891645
RP11-517A5.5	0.999779857094625	-0.694349390555996	-1.1842039214352	1.04348061134566	-0.164707156449091
SNRPC	1.01135919469402	-0.78214441594486	-1.06433236275092	1.08234771487818	-0.24723013087641
RP11-192H23.4	1.07100588455262	-0.839994991826157	-1.06170996283421	0.996338472659525	-0.165639402551779
NDUFV2	1.05788228430302	-0.795779788590624	-1.12738189467812	0.981399867973266	-0.116120469007539
SNHG17	0.942975581527782	-0.92182942058245	-1.11010531045462	1.01126526275365	0.0776938867556375
ADCY7	0.912322520032947	-0.792377011889171	-1.18884572975601	1.06131739932851	0.0075828222837176
ATP5O	0.797987130456325	-0.49340580954715	-1.3410470781017	1.14442348381554	-0.107957726623015
TYW3	0.846890953764444	-0.509217955550981	-1.32694411841348	1.11647292555556	-0.127201805355556
TLR2	0.750158989450782	-0.459015537258519	-1.37555517614872	1.15312311944638	-0.0687113954899205
GEN1	0.930340331762738	-0.559119448269881	-1.34717682196284	1.00310995383247	-0.02715401536248
ADAMTS4	0.817392053371588	-0.696481290396472	-1.22147397305396	1.16231333896949	-0.0617501288906426
SNORA71A	0.988359925614228	-0.610309775010061	-1.10687444111221	1.12595767388716	-0.397133383379123
ANAPC10	1.0531707630514	-0.606105988926698	-1.03314599855943	1.09439278788175	-0.508311563447029
NOL7	0.943368979239639	-0.637742897458367	-1.01550307667579	1.19759198289414	-0.487714987999618
SSNA1	0.969809025962675	-0.618607893463654	-0.985436902198476	1.18446479736747	-0.550229027668016
RP11-15M15.2	0.980184798151981	-0.491769226808023	-1.12497770070551	1.13351731561761	-0.49695518625606
PSIP1	0.912754415125977	-0.491347518196327	-1.19021937511479	1.16328316127769	-0.394470683092552
RP11-706O15.3	0.68651347150647	-0.783913975551941	-1.34116922937751	0.9201601907126	0.51840954271038
PUF60	0.706904601791567	-0.725243956824368	-1.37527294843414	0.93329481760743	0.460317485859503
STX18	0.762393662737805	-0.677827157699712	-1.41127496772973	0.872556932418969	0.454151530272668
NBPF15	0.602967157506265	-0.906292084063821	-1.22479459852095	1.03550848265312	0.492611042425386
CCDC88C	0.665320388818183	-0.883094518430837	-1.26022419071291	0.959326556824704	0.518671763500859
